#TAXONOMY	Kingdom	Phylum	Class	Order	Family	Genus	Species
b585436677ac88dd4ac6239655f2a268	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio_metschnikovii
9174f3b58f570c5ef1d0c24f302b7748	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriales	TC1	uncultured_bacterium
2d6c3138790cf3258f2a00236f4ec8cf	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales			
04d31c3761a0d7e0b69d6ccdb509835e	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	
bc5aed01bcb8760f74819e511e9dfc82	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chitinibacteraceae	Deefgea	Deefgea_sp.
285172e1225e4e0c22f05d6744764d9c	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	
e71fd2b4fc97ea6349012546e15c23c7	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chitinibacteraceae	Deefgea	Deefgea_sp.
4df6b21667c0cadadc6ad5148314599c	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chromobacteriaceae	Crenobacter	Aquitalea_sp.
e3ff540238de9571284b437fb70a098e	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae		
26261a945ed433ede6f5cf3b830e9a65	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
93bff8f26ce3bf25e3ad4130ecac1a62	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
1166077431405a1fe1723daef482602d	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	uncultured	
e925639e364d0fad75203805d3c861f7	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	
fd6bce8c2c3fe877217570de4c6dae96	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Kamptonema_PCC-6407	
73689cad6eb4e86d9d0bb48c0da24463	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_1	
6799e0b973e627a592fca7cfb0675070	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
915528f319063431cdc52dc9c0ee6117	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Aliidiomarina	Aliidiomarina_shirensis
edd3a23c3b85ffc47a9f5bb3139dd364	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	
f087289b39b97bb2cf021167992e1c7b	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
55f47e06fb9580066754a0fb66fbea5a	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	
25054830799640336ed1ff88e2384b06	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Rheinheimera	
0078952fa962d5b87f184d577d9ae150	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
ed2477db1935a016b1b32eb3fa087ac3	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	
2f6901818cf2f5300522086797fc3110	Bacteria	Firmicutes	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium	
dabb6a0752ca84746e3e482925d7555f	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	
1b5f9674b655fe653427143086657e90	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae		
60d5bfc2360cacbb5e7945eea0faf0fe	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
9a49b51d9e1b48c4318ef6b4c6864862	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales			
fba63f703f57ef60b25cc949a39d912a	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	
e98cbe28e00f10f9bcedeaa4d5f5cbd6	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	
25fcf3d91e59d3e115f7bb09c8b846bd	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_1	
74db78f40813c5b3ffb7c63dcc265522	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	
4ffb930cfe83b8cdb1468840d9ed35bc	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae		
059e124ad6ba8f98c3d21db28a075ea8	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae		
afbc0fc75a4bced9ee0f94c61c8f279b	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	
9c3fa0847bbb3b73c601b9bdaea01c92	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
162f2f20add487cef7d58c631cae6783	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
e2da3d47e935576bc554cf0efd8f8937	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	
4db7a1d87dc74131e28f64ce19bb4ce6	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	
a052dce1ca5d639858ec7cb4f007d92a	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	
9f4bf94807ff43c772c6acc200dd6d3b	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
5f95048c0d2cfb2ce40532232ba6678e	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_fermentum
47b1b94a77cc654b089fc9fdacd46e07	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
0b2b7abfd4e9e5eee68f07ee369428fc	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	
67b4709d791c473d95127ee070d73b45	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	
63c0214bafc23c3f84b8623d27e23cbc	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Aliidiomarina	
7b54528c068dabf2144dff83a931e28c	Bacteria	Proteobacteria					
b0395c4848376e9ef1ac5aa49acaa639	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chitinibacteraceae	Deefgea	Deefgea_sp.
6f8df2b719bf57a9cd4b692b86fc1d85	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus_Paracaedibacter	
eb1d2f4a99d170aab8305db40c3bd2c1	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Rheinheimera	
db9bcdd2cbd7f35b8397e3dbfdf14656	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
5d0f378e3cfbd92f31d1d4838163317a	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	LD29	
53fd02bcd3536c3e0d6795d3fdd38b88	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae		
ccd81608ca4de7a06cd6bd15381ca4c9	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	
0aef9477917ac0d09eaa62f4740994dd	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriales	TC1	uncultured_bacterium
000b93da22f1fbd3c869db339bff3732	Bacteria	Firmicutes	Bacilli	Lactobacillales	Listeriaceae	Listeria	
91cdc6111fc2ba5842fb854d356f2ade	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	
df93739ee550b31b2876b713d77cb80b	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	
57997b2d3325a2ec0aa61aed7bae242b	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chitinibacteraceae	Deefgea	
a1bda5eb09b44cae5521c934798c7976	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	
4b3a6fdfad73e09d8cbd6be16eaf0e03	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	
c20a9e6d191e2597f5ac1a1f5b9af75e	Bacteria	Cyanobacteria	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	Leptolyngbya_SAG_2411	uncultured_bacterium
08292d96bb08070abde7872717d8e964	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	
d69f75003f2347f89e10538451b17075	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
13cca29fe031e275b6f4819ec3ee2fd6	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	
94a324683df799bdd21e7e1f4f39ceee	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae		
623c5eae3931aeeb9dff30fa4b91a78f	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	
680716e5a55ca3e45234043e6adfc4bf	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae		
f9bcda3976ddb8cc0d33278bc70c6edd	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Microcystaceae	Gloeothece_PCC-6501	Gloeothece_sp.
dafb9472a8436f40dd0637b1a059dc98	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Tychonema_CCAP_1459-11B	
2e889bf52a16638138d911ebd6060682	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales			
acf57319966d4fed50a0d09e68906145	Bacteria	Bacteroidota	Bacteroidia				
ba8707aa88a2a62939d9338189b2a733	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae		
ea309fa8ca473bfde047096f82f2ba8d	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia-Shigella	
02a4d9104230449429ece9bce72f238b	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	
f9a3603efc2ee02b6fc79639d74d6d24	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Geitlerinemaceae	Geitlerinema_PCC-7105	uncultured_cyanobacterium
9bbd57f8e898c3e8dd77d1ff6ae1c4b4	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus_Megaira	
53f5a0a3e7dfe950690240d51479b477	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planococcus	
d820a7a4ea189eed5a8e5a7d039b837b	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae		
4f8c6059dc3866cb5961b379e51e74d9	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	
a11c843c19815c3ad5c2726067bf01d3	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	
ff2ff9250124ff5fa601a2f974f2fd8d	Bacteria	Cyanobacteria	Cyanobacteriia	Pseudanabaenales	Pseudanabaenaceae	Pseudanabaena_PCC-7429	
5594bc2486fd7ba45244a08fbac3eebd	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	
7ce71c777f08c9d93a9a97ff65c9c67c	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	
8b392e986bb6ea74f9b138aaa96a3086	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	
0d90eb4842c9ad9126ed33c538c768ac	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae		
e46a06bb0947a7a7c65916f32bed3032	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
a5ed8d18b00c8f5c1beeab8d8f770346	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
5aed5874ddc8f9be41196a3c91718850	Bacteria	Bacteroidota	Bacteroidia	Cytophagales			
0c829ada382878d5674381b11c332d15	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae		
6cb3309599a75b76d2d54667e2c37606	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	
aa804147b7e41ac865cb7fd2d6e37909	Bacteria	Firmicutes	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium	
fe642c190d926d6aa750cf5dfb9ea26d	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	
fe826344021fbac2d761bc7c1fde0781	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
8b1be6ddecc403b1aec03654e4880629	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	
33a057202a93a3f6c78f01b572334a29	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus_Megaira	
1ac01b3a559cae91512dabae4548de41	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Aliidiomarina	
ae8553e01c3cf09753dc82527d25189c	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	
acff148b1745b52c6b810e224aaad163	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Phreatobacter	
a05631bfd84894623514200b1b8d284f	Bacteria	Cyanobacteria	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae		
367dc8be1d120281c67139893526f418	Bacteria	Firmicutes	Bacilli	Lactobacillales	Vagococcaceae	Vagococcus	
f19e6acf4f64867f2b22fccd6c76deef	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	
5ddaa5aaf33b60839f60f65903ab4c6a	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	
5034a2c1a69d67ea2e881d1f6870071d	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_terrigena
0ca4b9004d16e8b6888a2497eee9aaa6	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	
01836b37f8b903254a9e9d0ade51cd19	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	
3d8173be7eff1f606988537f25458745	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Rheinheimera	
365929bdd9f83f629f0e3a05da1cd8e3	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae		
9221f7ea84a471c7bf131730fc9a37f3	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae		
3ccbbc8bade90a61673ced67fb64dc22	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
830086ac3a2fda79cbc7a3c2256d7222	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae		
644309b8424ed96db3529409cccbf37d	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	
e339e1881a0c7ee81f49184c82f178f5	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	
71ceea0ee3f7c64ae138408d9d166456	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	
3ba8503e8230e2a854d455c94874d3ae	Bacteria	Bacteroidota	Bacteroidia				
5e602e6fbfc62f4a5e2917117f62d7c8	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Bizionia	Bizionia_paragorgiae
624e2de9beb417492d934a9de820cbfe	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae		
a0d401706395b9a050ab79a2b35650e9	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae		
53d84e95321f0588320d4e96495bdfff	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	
584780051b36c1623b32306568098d1c	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chitinibacteraceae		
c44a2c3c0b210aa7d0cc99c38fed1950	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Rheinheimera	
09f6b0053d302742b646e1ebe7738aec	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Cyanobium_PCC-6307	
7aed8f186326fefd0b28fbf642834138	Bacteria	Bacteroidota	Bacteroidia	Cytophagales			
e0e7e6208280a5846a8b66f00667f8ca	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae		
2f019615d5141a4ab00b1aab98882a33	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	
3a18ab53b657778bfa697dbfedcc85ba	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae		
a3dfca4d08f0b8cdd6bcb983a903ca10	Bacteria	Firmicutes	Bacilli				
ce437b81e7cf5ce986f7240c26464b0a	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	
7d69d1be107369d4c5a1202cf9c426a7	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
b4007ac525a9b409d70426e24421cff0	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	
68e557bb4e46c7d4490f46dea369e43c	Bacteria	Dependentiae	Babeliae	Babeliales			
4af9794a1ed7c6c5772785cf44d56165	Bacteria	Cyanobacteria	Cyanobacteriia	Limnotrichales	Limnotrichaceae	Limnothrix	
cfde08d6353d1e2536dd08da39468922	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Dietziaceae	Dietzia	
9098b7fa5508efaf10e11ef394536431	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	
63196bfab194a2ef39b2d64e941fd171	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
8c6c53ef5a464a0787c635f7499ecf46	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales			
2548dc9697e1f9afe04a9012f40e2f0a	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudorhodobacter	
12b95efb9ed1f7c3c1bb399fe22feb01	Bacteria	Proteobacteria	Alphaproteobacteria				
81fdb3ec8c42ca980a100985d14fcfb1	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Runella	Runella_sp.
9a8f6b21e4ebcf277f167c3689a6296d	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	
8c2286673b11d7dcbcaad4e99c93887e	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	Verrucomicrobia_bacterium
a72a1ed885c17a44e22d44af558d4c59	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae		
a3d43a026f98b4bfbf8b6a5115ce9d4e	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	
8b927b5c968465fc8c0753911e457389	Bacteria	Verrucomicrobiota	Verrucomicrobiae				
2737e3578564421151aa4a1ce28c5e6c	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
d344bcb298bd4956aceaa6f35e426962	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	
b95d2677a27100eb8a7c0afed1775533	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	
a643f58503d44de11716c9e22faf4c69	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Emticicia	Emticicia_sediminis
f678c0b6e0ecd6ac609462ee0dc175aa	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	uncultured_bacterium
4b05ed13bf2c05bc64418cf059a90412	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Aliidiomarina	
a0f9e0deda3615e82c442b38b8b6bcd4	Bacteria	Bacteroidota					
82104585f0b2617c13eb69f0bbdf7d5a	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
f93001fd58161c0be9629d4aec802e8a	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
1c67d7da471cb80f665c930171a0a61c	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Algoriphagus	
c00383d1f5575ef60c25b67b24b1ad89	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Phreatobacter	
b2d0422f8fe875fa2e9d62ccad980159	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	
983c891ba298f3a1a5803ee9acfc9139	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Tychonema_CCAP_1459-11B	
d369960da62c9c91f8018fa766d2af31	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	
9c8b450401aad9fd1ba5e19e7061c945	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae		
6beb8162271b0c36d146bc1000747096	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Paucibacter	
c379f8505c6e55050d8f0fb26ca67424	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Microthamnion_kuetzingianum
2d640a6baf38b63d63772bb65d8739cb	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae		
cf35022fe9f95cd184e1a44dcbbc3cb8	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Terrimicrobiaceae	Terrimicrobium	
f62ad22c57210cd7b5181b383b95920e	Bacteria	Cyanobacteria	Cyanobacteriia	SepB-3	SepB-3	SepB-3	
25490286f708c0c434e7458e9895548c	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Runella	
f8fc02b56477ea08d28a3a2a6d5b9abf	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae		
3abbf32e24e1c43566fe440b65106066	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	
d37502a14c7cf492b3bb211a4ac93bae	Bacteria	Bacteroidota	Bacteroidia	Cytophagales			
589e00496b9c2cd26dd2e025352d6136	Bacteria	Proteobacteria	Alphaproteobacteria				
65cc7194354b6dafe42039a5b19ee86c	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae		
5d8cae6357d6a48d120b5530e60451e0	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae		
977f96b8ba8d7cae4207a7a7d3dc4253	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Tepidicella	uncultured_Tepidicella
6359762cee161ef6d96639180c341f08	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae		
7a5994fc3b27c2d42f629d538bfa4892	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	
e81d3d935af76e69132c8433bc108a85	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae		
1b4ece0b58d55d3ef5479361eaf4b0ef	Bacteria	Thermotogota	Thermotogae	Thermotogales	Fervidobacteriaceae	Fervidobacterium	Fervidobacterium_pennivorans
2473aaaeef7b89f3140590d92a1f2723	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	
24b99f0575711e8e00512ad7e3c0cbf6	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	
e986402d007997b8951dab93f6623bb5	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured	Sargassum_vachellianum
597ea2e4a783e6ecf049e80a11e92531	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
a13e08583826561d1201bf6d985f5623	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_sensu_stricto_1	
d8657cf313465abb50aa583bf028eab2	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	
a87133281b82848dea22f49c572c24a2	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	
eb6d7f9e0601207fdcfc4a88947d513c	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae		
2e710322350b7af8c95037c98138eff7	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae		
e3b45fae7a957cf0f1d38ac3016c11f3	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae		
d78003f13712da48d0bb36fd45116b91	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae		
48f7d3a5a8339f63570ede7b2e3218c9	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea	
69a3798e1f717d79084142af44345b71	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	
77a9310edfb1e4fac18b97e71d1d91e1	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	
837114df329ea7fe385c294208f89a03	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae		
f1d721b206597e39fa2040359c79ca28	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	
93276e2ee0274a3c9e1bcab9ff31fab9	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
3bd8ffe6f5d1ce12e0e289aa087280e8	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	
ffce153800249778097ff90f808a8baf	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	
62d981817d97650ae9f2141a042a54f3	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae		
f31f2fc79ea8d45951f9126e0313ba85	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	
c3708d8c4bc07cd924ac4b993c91f35e	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	
2dc478fff2237aed5a056c7724c19b57	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Halolactibacillus	
