#NAME	Ev13.B	Ev14.B	Ev17a.B	Ev18a.B	Ev18b.B	Ev19b.B	Ev20.B	Ev21a.B	Ev22a.B	Ev24.B	Ev3.B	Ev4.B	Pg19.B	Pg20.B	Pg21.B	Pg22.B	Pg25.B	Pg26.B	Pg29.B	Pg30.B	Pg31.B	Pg32.B	Pg33.B	Pg35.B
f909a9a9c2b2651be5ab4fad59e76c64	11	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dd920ab0ad2565a847132deefd615853	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fb25f26cb4c141f76279e0b80bdcad4c	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
eddbf48ca79ba9455f54741b625ec63a	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69d78f49fd4a2f19a5da7117526f2e30	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c50bdb9e2bb4c4b08277dab300ce8ea0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
274eeda43b0169286393ccd5da5a900e	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7061c16e953067aca9e0b9f030ab24ac	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f5a4a448607593e1b33c99264f0de27e	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63ca1eab26a596d2b053866b649e9e9e	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79c02ad7e37e1dc3e6e59141888e2bbe	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56fed498a064a8845097197626b28c2c	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
72f1c733fc53a3a761df878d04a1e961	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8ea1cbeb4bb1296ee78fe5f469a97b87	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8b6c1cae59fb3d0ed74ce8bb16b9c78b	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51b6babdc45071382c84d6afcf97fa3c	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9640c203b4e54abeac90cb94c740efdf	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61ad9a89d5e4b2199b0298a430952148	0	0	0	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
4d15d7ebb33fa4553110d8986753be51	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53c0b9b58118b7f9bbe4415d7de76b2f	0	0	0	0	0	0	0	0	10	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
17cad12dac5c113828353d11d85ab6ea	0	0	0	0	0	0	0	0	5	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
2a5757ac47f5cdd7026774816a926491	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45e1dd939b9a393ec2e3f6e3b7274864	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17c31b6859b7582b4560e6086a6c5b56	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	10
85fb84527d133e7e16988324140a79ab	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
3d458399651fa527e869f3057d16f84e	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
c74846ded267eb4720071c19b4ed26ef	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
51a1bf380a34e9ee862659bf8e6c57ed	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0
ad2fb791fee083630db61ea4350892b0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0
2eefb23d63b4c8f8b1f25af684947b12	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0
7614fbccc610d48f5558e3bf3cbc070d	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0
39536e25ad38db9f7d928defb1dcbc74	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0
07f799f276fc03abd59a0db9dbb79b4b	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0
4a9a920d1b39247ec3fa32bc30c38dc2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	11	0	0
0a5a28f8712e796c2d8bc0a3c492789b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	14	0	0	0	0	0	0
95ba09b00736d251885a8d95c7e4ce2d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0
322fdd1997371086a96ffe0b8eadd02d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0
4241070fe83a06bda45832d0bf96bcd3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
09c948004c627d26880ffd0b574e655c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
3c68494df8c4c900b0c5b10af6dd7d05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
ddbc613c47b8d6f73a6c9685c459956a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0
c2f9c8c70bcc28bc4e8751353e5e9b21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0
e1f12b0f58d5b928f2ba2bcf329e66a6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0
cc96e3dc2cd98b176ad81d64c6c4749f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0
687966887821a534796caa0c1e04e84e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0
118bc6fa2beef2a74f58f78b4b4b5b6e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0
f745da14e33b85d05aa84d661ba44ae0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0
be9088ba41c0027099b32ea0c7f1d276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0
714e458e0f3b1a323c22669d637d95db	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0
62f8ff66ee6189b0ca142c2e01a72875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0
ad9bdd00b54ad196fdb47fe6afaba9c6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0
7118a464d55aa454698923e18153371d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0
cb3f7fbcee84a8363be8ef5dd71c0d9f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0
30e53415f5046e7e5050aa8c074c6bd2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0
fbf92fcda43466051a3ba45822cc39f7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0
a6719384f6bfeb3107e0b82ae95252aa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0
73b5b9cc5f08ea1e0b46fa531aaa2c26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0
47ceb77a2800fcffce65af8717a5eb4d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0
5c3bea55da586909772cc887e38c2551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0
cc7444841a1f1a9343f3ae7895fe05f7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0
462315f7b8ba546a53d4c048f989f913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0
6462c94b53b7c931719c1b600a06cbac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0
d239036c63ea5dcfddba155bbf0766f0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
df4c8b82214cb03356305f6e3fb043d4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
359ef6346b68f700104894c135ecde3f	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
db1cb1423b0424fa2593efb834d5f19f	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
008e4d3b93874cc174a029082d16fc3d	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7d42ea99ce4efcfacb961d188e12d5e3	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
be00ed5bb250b5ae9d321f799a818355	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
564a91ef6a257a5ac30c4e4f947e7585	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4becf406bde6a09548d0ec9bd55e10eb	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d5e0ceb1c9d9d84831bb9eb899b015f5	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
489f0f9180ea560bc917978a777bca1a	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d360f4415e7b7a18b5f5e2b92a5340fe	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1a13e85c0ad6b74e2d4b4ec49f5090ba	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e70981c327e8680951af932c1d855007	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f194e2fe6bbaee0df1cecae2478bfc92	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a23fd2e69dd6cf0175423bf03e5fdf07	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54c05039a948d8b3b05ed3904df74d9f	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
08f4c8437d2954b36841bac79bd9d0f1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
f52e76faaa321252ce755e0fc2c6a051	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b7dd13d0763f1923ae08ca728705212d	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52b2c7bb29d9b347739533e93aaed7b6	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9dfb5cb3a169324be5b83a1556f3829f	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c776f49b3b5130c39cbb6a7c93c5461c	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fe710a2fd7f0f6060712fcf7e0b24ffa	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fcb4d83a8145d9a98584f6f6e4d1a63c	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1506d58a3a6db95cb958a481bb46f47a	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40f1781a684dcbbeae20680faad5f023	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
8c8945b47f4b2c4cc820f5bcf19db9d4	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5eb9796cadeb3b1813f890daa3a8109f	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a21f81a842e901ee6462bf8d01a0f008	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cfb4e35e03af13c6a3f129c868014524	0	0	0	0	0	0	0	0	0	11	0	4	0	0	0	0	0	0	0	0	0	0	0	0
8709d5c00c6ea6903566707d566dcf12	0	0	0	0	0	0	0	0	0	10	0	5	0	0	0	0	0	0	0	0	0	0	0	0
6e11151912d7cb27a208833df96c581a	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
20af1a5a753d6add50c60bc6f653efca	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
fa73c30a36207e3776f9077c70f38574	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
8ccc7b64c25710dbfa9b03b66ba16fc7	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
e03d8ace707cf47db41632dbdb24e47d	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0
37fe6d96be9f58cfc0071a93d352370e	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0
309e3b482bf58f2bee6809ba4045bf71	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0
72b73bb9dee8a73c09d36eb096474eb6	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0
c6faaa5f4c44b8d68abd4d913388dcdd	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0
50fecbd4a51dc32bc2b391ce759b200d	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0
563ed60ece3a54645c8c1b7d5b025478	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0
971a40bc78ef1be35589069ccf292465	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	8	0	0	0	0	0	0
4cb77ba111e6234b365600e036cb9678	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	10	0	0	0	0	0	0
4d159a022cea5388872df67e8359eb39	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	3	6	0	0	0	0	0	0	0
77132dcfd7c522d8f998e00c2afad444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0
10b63fa1dbfe50fa79459fb8569409c1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0
78c9006710f270c5870306df57852f00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0
e84d5a29b40cf2e6a14c9dec13f9f6ab	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0
2a3ad2327e8843ef9cfe45fd3c1240e7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0
9ce08e747af973fdbc84ebaaa6e5983f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	0	0	0	0	0	0
a6f14cfaed6062f527d220722579af19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
d53f78a1ad694d15a2308404ecaf37f5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
3f97628980c52854befc37aa7160628a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
05fa0a65871ae283f5674096508804fc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
8ca0150a94ca27295d21cee3a669fd10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
daa9331b624051627563320b76888ae4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	10
ce2bfc784d06994d683f7094a2b33c3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0
a5c0e16085cf37c8331310862adb5807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0
3a422700ac4141851b5aaf2f4b59740d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0
beaed6f4a0deeb8d9067f560815ecd4d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0
1da1ba0efa1f984a868cfa6233fe034a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0
3a2cc3627dc8040e1a4f2998aceb3674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0
0506015bbf80221bf5225571bd34d223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0
8c4f7f2a5c7860c405cf3862dce21649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0
305e6ab277f35c797e4246b9e0e18659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0
994aa7ee382418b5ac72b97c6f3a1348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0
30acbd7635418e7c5e7a81e57c034902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0
dd7e5b652e82d0c16aa82f245d189dea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
29089c94a4df10a4c5ade5ca6de0f044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
41635577635c9e663da7305bd7de3cba	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
18f897d8abc40453972d96e5bfeb6aab	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
8447645e247ee9b30d22662e76530e46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
c6c288616b03438205c7bba3c15285c9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
5f051efcc084e11d09aef7bfe926295a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
3597ad747bc5e7333b29ac863b5cee51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
4cefae8069f8c63ad016cd76f1d0557f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
c95ad5d7862daa92f8e6ad600a8fde7f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
f1fa4187ab3098176d93bcd98100a4d0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
9e841184bb9747ff3efb770ef19e3626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
6240f6227ef45b7ae8ff165a9af2784a	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60507ee170dae3c914ed346d0e638efe	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
585f10599dd97dc0a316ebaa88cbc93c	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e951a9e66900eabac0b1ef8482680320	9	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
145716a8781ee77bdf9193869bbd39b3	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c7fdc628a89e6cd43a4be5bae1c3f4eb	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c63ea05d622f243fcbe33819ecade6aa	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3ffeb6c9cf61b95a8e0d2ad0f13f1671	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bd3fe49662c64c23ee305a2d87a1225a	0	10	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2b350ab0ae2e2fd80e87d123786dd5b6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
8cc6373c19cc1cf5b0a102b7249b3147	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1aa524bb295bf7d493560a0e91b9c697	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
592aec83edd73e92312674f856d9ceab	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
565ea9ca77d910386488fee083516c3b	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7080950bbc8977707896a4e9e8c556cf	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ea0051f7dd3c54fdee019a1ccb182e85	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5c858efbcf052693580a02d6a2bdd8bf	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
795cf817eb9acabe232d885e218c2c30	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c49734c844719c2fda46697a166224fe	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ab7725bf181cd6ec3e517c38285ea539	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0150be9c506177e39def1787f085a1d9	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c647d87cb1e9e33732c182abdbc7fd49	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22dc5fac95ea463eed433a54bb85ffae	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41eaf34dd5234b386302c7e809ab1f98	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
264e88f8d034532a7d3e6117640e37d4	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59a55fae05015f6617f843c68694eea0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
493e34a72c0929e3dc350301de108709	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
439538e750918e56d77ef82ce44507e7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
20eb814fa930e7904cecfe625ad3e18d	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a54341f77f948c85d270913111810915	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
303e32fc05b411a718af47e2be017302	0	0	0	0	0	0	0	0	0	6	0	8	0	0	0	0	0	0	0	0	0	0	0	0
76601ef0a32e80a7bd230e91ca51b288	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	9	0
2034a36ff043090c59aa58bda52d5878	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
2d7fd922708d57deb4074c9766c6d1e3	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
61c0cba7f6629d3484a92dfdb0daf299	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
fb688a04896687026140f35f0fcb61c9	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
9c2acbc0860a0e53cb400094254995eb	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
8f36381121feb6282586153841d62d7f	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
82af9ae6a84105524a315310c0072a79	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
d49ab8e0b44151140a000634df5cdf08	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
38b68982b09a9b5129bfc12d5a81892b	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	1	0	0	0	0	0
60f5300779ea629d1b036148e528922e	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
8edad8c9da05a73d599c8aed523616ec	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
4d8c559538c0b4607827ead4289bae3a	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
62fe9612b9ef1cee749660a62e86ddb1	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
e6b6a95a942a045ceb3bb3f870d07dc2	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
ef91472971370c30284a1536f36720b2	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
dde0070f2076361dc54765df814c7314	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	5	0	0	0	0	0	0
af9e40c25deb3a39ff814f4ba68514dd	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	5	0	0	0	0	0	0
63f9da752bd0271d89c68d9fe1be4929	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	6	0	0	0	0	0	0	0
429f573fbbc4f33b35bdb0dd59416e9e	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	12	0	0	0	0	0	0	0
c1c2c426bc6e7f05dc5617d19633e922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0
7b239e5e80627778678efd6cb50b5701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0
cd638a183c0d4ba3ee0f84ea4b20dcb1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0
