#NAME	Ev13.B	Ev14.B	Ev17a.B	Ev18a.B	Ev18b.B	Ev19b.B	Ev20.B	Ev21a.B	Ev22a.B	Ev24.B	Ev3.B	Ev4.B	Pg19.B	Pg20.B	Pg21.B	Pg22.B	Pg25.B	Pg26.B	Pg29.B	Pg30.B	Pg31.B	Pg32.B	Pg33.B	Pg35.B
9f6c180dca57cd1239f19d9c78b3adcc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0
915a5a662c36e72b38ef5663e39b2c34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0
fbdeb7d30b02961f4342751ccebec260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	33	0	0
ba74da770c976d7c55115c765fa8b2b7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	52	0	0
bb6fb73359a57712787a64d967f16fb4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0
cf5c3c9a23249d4f3a483ac5c826fe0b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0
440aab899f34c0296d00b5037d252b4e	10	0	0	0	0	0	0	0	16	21	0	33	0	0	0	0	0	0	0	0	0	0	0	0
7b557e01e597412f0aa11fc18f6a0db8	0	10	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cb12e129202707dcca6e60e0816250fd	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c46a5bb51628163b1f729cfca5535c5b	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0
0c9182bc7d9e5214412fe312eb53a862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80
79d50e84868b7f51fc089271e51bd182	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	48	0	0	0
006abe3bc4897f4aa26ba483bb2f5f73	0	0	69	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
687d21e3c157c639ce64426cef257f25	0	0	0	30	22	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0
e04b515dcfc01b742bf55cc2b32fb433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	14	51	0
8dae5f66f93076ca33e0cd206b218f4d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	51	0	0	0
ffb9c1464ef6756736c8f1f12f4707eb	26	12	0	0	0	14	0	0	0	12	0	14	0	0	0	0	0	0	0	0	0	0	0	0
e834105dbf63cee4ccd3ed2786667fab	24	13	0	6	0	12	12	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
119ef91ac1641aae8a818417f4376c22	0	39	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1579ef9359b2395565d62e0361e276c4	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f3c8204a853be878c21dc8b372240dbc	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
780944df5afbad5bcbf17a0cd11e3c36	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0
0d8fe18041b5014008012b6f451bd01e	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0
a9b9785dde7837fdcb8c718f6f66ceaf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	8	0	0	0	0	0	38
aa8a78894eb48d9a39e636c1b8b27be4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0
e2fb275c3011798674d12d6addb1f6dd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	23	0
c7c9342292e1a3e32941c090c7cbda6a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	25	0	13
73e6cb157078d398c7d63361249f8838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0
e5180148ef598a10f5e2f4d467f9f4bc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0
f8d6525d4bea94e979fe98da21b519c4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78
4055ec26cf0a3d4a70f1b1de12b661df	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0
a1a0da1a6cbe3cd1fb0af5fe38030a55	21	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	13	0	36
aeb79756ada9b254ca17ffa4dee01c8f	1	0	0	1	0	2	46	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9308b4e0b01c06552f0368b63552a2c8	0	64	0	5	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06ac0bc51a19f0247b3b50aa0451e936	0	0	0	0	0	0	66	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c0ab034303082db543f6ba0be90f6a31	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	15	0	0	0	0	0	0	0
36997b167c393794198018d57a6a99d0	0	0	0	0	0	0	0	0	0	0	0	0	24	10	8	0	0	0	0	0	0	0	0	35
5a507813580e01a4599ee30923fe48fe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	68	0	0	0	0	0	0
ff366300a9749134a623be501dd75c7f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	23	0	0
129022050d29d8d62a913169d4b2d679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	49	0	0	0
7fd3e2626c1c908ba41a7721b187511b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	49	0
d6fbe9b0ca00026960ad979d61843d7c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0
8cff20519ba621030f4ee44979b7e5f8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0
c0640c495b60f06765976e54f6207c53	43	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
eabcf2d2b553233dec7f609ba0b9f687	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0
02ff482ecc25f3fb1f401ce613b963a7	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01c988c25cba7959689894aa5b1327f2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	17	0	41	0
4892a295ebb56eba928ff173ec1f36cf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0
cc0371e6982077184d196728aa7ef1a9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0
13ac6aa9883a51deffc8f66edcb57407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0
f231f9aa7a8fc7cbb3917ff8f9526746	23	0	0	0	0	0	0	0	8	0	0	0	0	0	0	3	15	0	0	0	0	0	0	26
7d7406988101b255e2833e7721b0ee3c	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	31	0
9d2f02582e08d3c743b9fedfe721908e	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f9ace17b253fd589d68959e08fcfc169	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0
46198ce4b511c9cdd7dfa11058cfaad3	0	0	0	29	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	32	0	0	0
ad6d255631e756fe91c4e5deb149ad96	0	0	0	0	0	0	0	0	7	15	0	0	0	0	0	0	27	26	0	0	0	0	0	0
4598bf89093afec6cc089c48a02493dc	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0e44c0956fc2e61df9a3c24fbb911efd	0	0	0	0	0	0	0	0	0	0	0	0	4	8	24	20	19	0	0	0	0	0	0	0
79c605b317b4bae09c1badef6cd0df8a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	16	0	2	0	21	33
0cd4832bb56ff7a7b69e02319c24ba43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0
edfaec2e54becd94eb55720215b27acd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0
faa493aa8559ea8b500501796470b4ea	19	0	0	22	0	11	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0
53d5464c6c42a523b227308fdd3bcd11	0	0	0	0	0	0	0	0	0	7	18	0	1	2	0	2	14	25	0	0	0	0	0	5
acd3e8df53f03b91a0dd1b2055b134d3	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	13	17	21	0	0	0	15	0
9c77828589f8270e3d18f5240bb75914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	37	27	0	0	0	0	0	0
06fe6a85405e24792ee687071dd48c5a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	18	0	0	0	0	0	0
a2f507af096a1747f128205afe59a997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	61	0
7b8c25f5c14d7ec17a5d524bd24ff632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	46	13
8f57d277c23d6d9937dab97e07b2774a	0	34	0	0	0	24	0	0	0	0	9	0	0	0	0	0	6	0	0	0	0	0	0	0
80e2e41638a4d93a1f24d3330aa68a06	0	0	66	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4d16342c82a96f5f6b92ebf4ea3fcab5	0	0	24	6	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1309c2e05b3e6050e29a80283caeebff	0	0	0	26	0	0	0	6	6	19	0	16	0	0	0	0	0	0	0	0	0	0	0	0
04184bee02cbc4783f94e2e8d9ca1969	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
6b26794abc5bdbd409f6644ded6d88e9	0	0	0	0	0	0	0	0	14	0	0	0	31	0	0	0	0	18	0	0	0	0	0	10
7607fbf6c6d8eb8c93898b0a7be0c73d	0	0	0	0	0	0	0	0	0	0	58	15	0	0	0	0	0	0	0	0	0	0	0	0
5ecb084140c2ea619cf821cee5a21a59	0	0	0	0	0	0	0	0	0	0	55	18	0	0	0	0	0	0	0	0	0	0	0	0
67d65c24d46bef5895a3fd25148ad807	0	0	0	0	0	0	0	0	0	0	28	6	0	2	0	0	17	20	0	0	0	0	0	0
876e85b639668cb11cabfa852e14d68a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	33	0	0	0
070aa857bb8a86fe96e455fd6f50f0d2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	41
45c6759587afb3777a536625bce95fc3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	56	0	0	0
8193b621f7e13755938b4b7b462006f2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0
e7adcdcf6349869b00635d9dd8b58dc3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73
8e7316374b6c0b38bf018a53ef00ffce	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b2ffe1213766f1bdf4de2eeabe9630be	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80cf26c73f6724fd7d910ccc5f3cd404	0	0	17	0	7	0	4	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0
80f86fe20d3de6d0e1e1a2933bb7f95e	0	0	0	17	0	1	0	0	14	12	13	13	2	0	0	0	0	0	0	0	0	0	0	0
b57bc71821aa5bf986cb69390ce6f6da	0	0	0	0	0	0	0	0	20	21	0	11	0	0	0	0	0	0	0	0	20	0	0	0
7a4f4a3791b5e8fca6abc7f6f6ac216a	0	0	0	0	0	0	0	0	0	0	0	0	11	11	11	0	4	0	20	0	0	15	0	0
fe404c0f521057fd7b1f496fccbb49c3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	27	0	0
7d1a212733fb7bf780c7463b32370769	39	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b9d58781337d5bd0c61a7019ca6071f1	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0
0da1feb33b8dfb92c5c97cfbf115c83f	0	0	0	0	0	10	0	0	0	5	0	7	0	23	26	0	0	0	0	0	0	0	0	0
0aa1fef7cea2cd2bb51318f58d57ba0f	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0
5dc9181bd90201a77c63ebdb19b05bd2	0	0	0	0	0	0	0	0	0	0	0	0	4	8	11	12	0	10	0	0	0	0	0	26
0742a01bd3293530e7cd033faba95db4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	19	0	21	0
2e0c9d354ec2282f736179336c959bec	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fe59cce657bf0c2988276fbeb27c1ff2	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	30	0	0	0
2fc28ddc9c3922417b7c14c4dbde4a08	0	0	0	0	2	0	0	0	18	12	0	0	0	0	0	0	0	0	23	0	0	7	0	8
d082c0f6ba950420d3c0bf154e5258e3	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	17	0	0	24	0	0	0
c8f08fae5680fb7b0b92006605521e5e	0	0	0	0	0	0	0	0	0	0	64	6	0	0	0	0	0	0	0	0	0	0	0	0
8976f6bc86e74c32bedaa7239b73e908	0	0	0	0	0	0	0	0	0	0	0	11	54	0	5	0	0	0	0	0	0	0	0	0
aab241a524aa89ddfc304d1185b2f662	0	0	0	0	0	0	0	0	0	0	0	0	19	32	17	0	0	0	0	0	0	2	0	0
e5a80a4e726408ea06ea4f77215c21f3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	57	0	0	0	0	0	0
dbaa5b8e414e9d4226ecc53bae66b36f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0
6eadd640dd225b438ca95d87f072d41c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0
91fd3111b28117791f26838425337c5f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0
a2bc7cfd783d4d190f3be667e6d67fe5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0
9a0b297a932e6ec79c9e14606fd20704	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1c168f8250792b29aea8dbb4646c8045	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
d21059c19797e67a0db69f5d34a1dc9c	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d493f333f96459b117675ec73b9b88d5	0	0	0	0	0	10	0	19	6	0	0	0	0	0	0	0	16	12	0	0	0	6	0	0
5e3631beb855b080723de33aa147142c	0	0	0	0	0	0	29	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
33fee228f10234c0861736a8b025d095	0	0	0	0	0	0	0	0	15	5	0	0	0	0	0	0	0	0	0	0	0	0	49	0
bd0fc45d2080cf97778a354fe98fc2e4	0	0	0	0	0	0	0	0	0	0	30	0	5	0	0	5	13	5	0	0	0	0	0	11
c7e31ea34cc9cc7ca7f77e946a27c14a	0	0	0	0	0	0	0	0	0	0	23	11	0	0	0	0	9	26	0	0	0	0	0	0
73f8165ea03c1c68dfeab85ff9ddc936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	22	0	24	0
2670e50610a6d39d51b781ba1ad7ba7d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0
d86b3245cf4ae6cc7487d782f48fdac8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0
b2dfb8773bc3086709a80d3410dbdffa	9	26	0	0	0	24	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4b76c04b341be78523581f715f1f9015	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	15	0	0
7948efdcda4b51bc896d2f807b6dd932	0	0	0	0	32	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4f0312bd61b8c1ab17f76631108fe7d7	0	0	0	0	0	21	0	0	0	0	0	0	38	0	0	0	0	9	0	0	0	0	0	0
22b81889968d862d08100c55f651a87a	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0
41a9fbda7e926917215b56b76bf545d0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	12	0	0	0	0	0	0	43	0	0
9035b4cf7520a506d8b94430fe404a35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	6	0	0	0	0	0	0
590e1740a7b9d29282badf6f029c8ac7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	22	0	0
11edacd7c30ae326d467bd0c1871022b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0
fb8d2ae67758573e6b8d6c89c21886cd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0
1925c219cadfb4623073dedd275701ec	18	0	0	0	0	0	0	0	8	0	8	21	12	0	0	0	0	0	0	0	0	0	0	0
8fac8475a9d964ff290e4af379582072	5	15	0	32	0	0	0	0	4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1
901f3bca2db3c4a3dde543f951bcef5b	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51dd65d2b8c7864f8aec158063122caa	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
02adb537d22ed556e884086b59c780d1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	17	41	0	0	0	4	0	0
3ad51b18d82966ed8c9c13a395ae5820	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	44	0	0	0	0	0
1815d8ce421ebc7d390295d290b66148	0	0	0	0	0	0	0	0	0	0	0	0	3	0	24	0	0	0	0	0	0	0	40	0
81edddc619a57f4bbd32a0ac2c18b947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	24	0	20	0	0	0	0	0	13
8721267ae8aaafe23baefc3838bec548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	35	0	0	10
7709a99edec8dbdaa7fe4f0634221f6d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0
f5c77fb409409f5fed5bb67e0f224cba	24	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a9860fa9586694b97ef04f8a996dcf2f	0	0	30	0	0	0	0	0	3	2	0	0	0	0	1	0	2	0	23	0	0	0	0	5
976c0d36571d5ee0ffb1a1c08e96e6b3	0	0	0	46	0	6	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
99335c91eb6c8cef52252c3b7d02822d	0	0	0	0	48	8	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2be12c9f4267039c86e46088005018e4	0	0	0	0	0	0	0	0	7	21	5	0	0	0	0	0	0	0	0	0	0	0	33	0
2d8c93f864c8c7881903984ffdc31971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	31	0	0	0	0	0	0
670f2c3da7873faa04368a8a784d548f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0
968b9b7799bdf6731bb6ba83a24da42d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0
58d43cf46c96bab549e669e91c33730d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0
d72f7e355cc8fc475924a6806e9dc1f7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0
a45cc95fd5c46f31f73cab16ca36d7b2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	45	0
d241a60fafd680340a83f8fdc20ccfc5	16	0	0	0	0	14	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9b516e32decc4d785e033a8bac80096e	0	8	0	49	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
96ade5681b8a1f4fd2eb12baafbe350e	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
408ac4e9bc4203f3c6a2b6e0297a3031	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21cb0d7495c97354423a87e470ba2f20	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
83786cec131dec645b54a44aac10d385	0	0	0	0	0	15	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	44	0
11b3079e8b24804dc6de89b41820e0ed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	15	0	0
53c7c229130ca64388c4f78dfb94a653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	21	14	0	0	0	0	6
239d1c083706d59a1d2913f54f18b05b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0
a7f29ced3d3a92b1aabae87fbdc7fa4d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0
32642970ee246aae047cf00c18925420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	18	0
d560a036a0f657243c113776df2defb1	0	51	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38be5821fbc1355eb7819010642b69c9	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0
088e20a41c86699b87fdb6eded28250e	0	0	0	56	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0f02f6e9ee300b0a96d21813333e9aec	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9702d465dc9bbcf73d4b3f604d3327d6	0	0	0	0	0	0	0	0	0	0	37	0	6	0	0	0	0	0	21	0	0	0	0	0
c2c0cf668642853f5be0cb6b8b1ec18c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	21	0	0	0	0
3ba7c05b379969dcff1f94e2246c7c55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0
12cf796c1ba5a5f36bb7440726e02aae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	31	0	0
d580f3d16d41e17b89d4b5ade76f211b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	57	0
60da0715092b1256327bc9da03016efd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0
d1496a2bb2bd735d3c862577b15ca6f6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0
0efd96af36d5f2b8d8849197698daf36	43	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2288f5529c5aebed32f3543e67db2ba8	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95cea0bbcf25b8deb3f82b6b93af0578	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12b4642220ff45682456bc0c28698c29	0	0	0	0	28	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44c008f73fd44440aeb3cd704be7652d	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0
fc9ec608f0cf02dec4bff4c17df7f218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0
696ef8e2b89c9e48cd208ac73210cc08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	36	0	0	0
4b562863fef885acb6c249e04a84a4d7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	16	0
af7450745dbcc3330c79a512273839d9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0
db8068de844ed437c38fd0a6acaf6b7c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	27
9706e4a32395a48235adc18d6d411161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0
596e48398940b3d5662ae015a6fa8f48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0
85e91504cc50220ac4967e8ad2dae74f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0
efda624e343d3c0fb06c05021cd0a764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0
dc0e561c54218192be0eebd5d62930d4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0
9edcae0125d03357d5d0712a98292544	27	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5da0a9f7f45b9f9cc347501d6cf26c03	0	26	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d59459b5bb0a559e0a5335dcfc228434	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7ee96dca38c8304b75470bc495043335	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71bc00f580608fe3ce3d11978123feb5	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f43cb7879962aade3e31d54f3655bbc2	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
958536c542e973dbf6fcbc26d61aa22b	0	0	0	0	0	31	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
863981c182f3afc4059a2b2287f276d7	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0
8e1dcba358617dc87ba3c52ab1b9083f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	36	0	0
8c971b704bddbff7340c1b7f05e53ecc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	7	44	0	0	0
0cc63ae72024366c8e75af825c3bc02e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0
