#TAXONOMY	Kingdom	Phylum	Class	Order	Family	Genus	Species
4a1ca0ef933f9f4434135c1455ea37c6	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aurantivirga	Polaribacter_sp.
acf34e45f641c017efee2f8d5b62c68d	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae		
6795a2c948418fc4a224900c92689fad	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae		
e331ac2bb766154abcb1524d6bc30fcc	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aurantivirga	Polaribacter_sp.
0b2fc5c80291fc39d9015e3be1a8ee67	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	
9a4e213bdbac040eceb30825bf0c0fa2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Lentibacter	
66012bb025b201b70d944c0ae82fa0d1	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	
093574253aa80bdb4bbb5ccaccdf04e7	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS3a_marine_group	
3e81f9a07f502a2c138c409df5930cc9	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group	uncultured_Flavobacterium
faf010f956dd241fe649114a4a31c633	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter	
bba42a6563e0400ef8c1bbe5ebbb4396	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassotalea	
969dedbe0c2a6b1c2e2953339593926c	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter	
96d0f816130691843827c7bfc9d13bc8	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	
8b25455afb79fbcf32f4519eb0ac9d7d	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	
774dddfcbcdd4e14e7620cf28e1009cf	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae	Litoribacillus	gamma_proteobacterium
309e7d8e97c7f824e5063260dd445b1f	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	
37d0b9a631cde00bfcb23c6b219579b1	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae		
fe89ee3460880218f2528b6aa9d7805a	Bacteria						
86788dd072a36678b93a76a6c563f207	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella	
72f79d478c6071db29c206e099cf1f6d	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS3a_marine_group	
b7f7f439c38ae78aaa7059b32da020bc	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	
71b52980255596a2c8240e38a93d12f7	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
cb841265848e2c7663f87509cf91602c	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	
9d985751cbb8631b45d12a80c324adbf	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae	Spongiispira	Spongiispira_norvegica
eefae4152a4b01ef503d754d91a0dfda	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	
622a23dc9ec1fdb93050b7d9eebaadba	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Marinomonadaceae	Marinomonas	marine_bacterium
ff98e6f76c8c1b384ccbdc7986255d2e	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Marinobacteraceae	Marinobacter	
9d9e12ff51707c630c625797a1be8949	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
5653ba8cd939011b9e0b3104dcf5cc33	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	
22826754cc67c5ead47e34074297efcc	Bacteria	Acidobacteriota	Holophagae	Acanthopleuribacterales	Acanthopleuribacteraceae	Acanthopleuribacter	uncultured_bacterium
1b50b512042eab8e2499e06b48e37928	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella	
8462019f8acb630f395a99a8942fefc1	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae		
cab6ae384979e09b6f55e50b342e1000	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	
d7c891e4f864baeaf42eea5330b817bb	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae		
e07be851306b90030d3de61a99136c13	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Alkalimarinus	uncultured_bacterium
7d2f6e8ef34e08666244aea5fc3393f1	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	
f8a2dbb640ca810c4726bb8bd8203007	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Marinomonadaceae	Marinomonas	
e52d99e6e17056b70bf70c9f1798750f	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae	Litoribacillus	Litoribacillus_peritrichatus
b9227b1e39dc73c0d12c984d7e115092	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	
d819516f57d91b4a277bb23a5000331b	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	
7d415b5535f33105ed556741d551a5cf	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Nereida	
eb2f69343db0ef24b575f54a757e3b05	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Aestuariicella	
4e38d216a2c1db938cafdd193e8f0026	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	Spongiibacter	Spongiibacter_marinus
332558f0dbafb4adc99186ae459873a2	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae		
fad5e1d2b002445782547bd8936189e8	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Litoricolaceae	Litoricola	Litoricola_marina
3daeeadfa4ce91d90740cf9028ba1edc	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Lentibacter	
fe82542d9858919e0c4ea392756edce9	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassotalea	
e711ebb2c7dae40636bdd72e39be44e8	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudophaeobacter	
63aa9079044cb6537cbb38a60422d1e3	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	
4387f7af71a5a423eb989a12ad942665	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	
1586c733a69c901c39ada6d22890f0df	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudophaeobacter	
5c6b258e2319e73d6cc177f23b2991b7	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS3a_marine_group	
53e01903781e4632f9b27a550651bf5f	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Nonlabens	uncultured_bacterium
3780c4f620c9a604c634f89da6fea586	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
6e9d139857d4e394b8c801886ab124c1	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I		
722f8fac9fe6c50824a866252841f71e	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
6afbae7de38783e7799a61eaedb17fa0	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Aestuariicella	uncultured_bacterium
1d2e7327357faa819c41f72a9eb3baf5	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	
2174622cbe20af9c4a6cd40aae3bec1f	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	
f95201f0974928e9ff50ba3e03161d84	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Nitrincolaceae	Profundimonas	
aced27b4d0bb991c15039bc16f2cb3b3	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Marinomonadaceae	Marinomonas	
8a5d5b7db8a100ad1d75db6aa3c7e10c	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Terasakiellaceae	uncultured	uncultured_bacterium
39b8debea68b95f6b34fbd7e54ec3cf5	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Limnobacter	
40c12cb62239105529c53ccbead5d2ce	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales			
cbba498ead26f1b128c28f98b8effd1f	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Lawsonella	uncultured_bacterium
742b651e1a3bad69da72afea9245226c	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium_jeikeium
17ddc82b143ae681ab91f8613291fa3e	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	uncultured_Peredibacter
a4762b3106c1d8a01739f6c7725a3ce2	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	
4f217ab7fd3fb4ef7e5ee2cef2e35be9	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	
4f7d2fca9a96faa317081c1dec013ad8	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
fd56359a06eb5e8b76798764deb875c1	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	uncultured	uncultured_organism
4bf564cdf54586e7be33312bac140181	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcales-Tissierellales	Anaerococcus	
cb3f40c6e5d37876c3dc5b3572fbc97b	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylotenera	
659608b92196c25e8fe7dc661b0f24fc	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Paraglaciecola	
435cdf0c61e63db7fdd500435afcf594	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Nitrincolaceae	uncultured	
6e93d62cda37979baed7630c098a2024	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales			
e033f0f249ddc23fd0c9787b6c71d6f2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
2e3bc1fff8970f20836622e11fbecdec	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae		
6739009f197fb827b183cff1842e224f	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Marinomonadaceae	Marinomonas	uncultured_marine
5e8b92f1ff9266afb08d805ff697e4df	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Nitrincolaceae	Motiliproteus	
f58f12b7cdf0ed5cf6861fbf4edf2f36	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	
deadc866c0aa2a56d76885abe8497e6c	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	
3ab588a839431096ec0570e4ec39ce27	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Psychrosphaera	
8a6ffb8698f19e805e200caffd2bf7d8	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Aliiglaciecola	
b938c7074658a9268f5c5e36fa0b27fe	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Luteibaculum	uncultured_bacterium
7ec6e95c8d5b129c687000a07bbfcdaf	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Marinomonadaceae	Marinomonas	uncultured_marine
415513f58759d68ba66afebe80600f98	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Litoricolaceae	Litoricola	Litoricola_marina
51eb6fef2461587bede06ec7a15310f4	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae		
53d615cc080461f12678e2b5f13758eb	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	
44ff7ca3661be3e78c35a707bea151a2	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Rheinheimera	
b73eb20eca1019b491ec94f93f0003ad	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Marinomonadaceae	Marinomonas	marine_bacterium
e9dcdb253cffc356fa0cb7f729879b4e	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	
b9b174902b95a6fcc828c3c61cfd9899	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	
b20db3b864e5cb11a9c595a75a97a7c0	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	uncultured	uncultured_bacterium
35d8fa438602a2022c45627e0103ddc5	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	
5d5073d6ca8f51545dfd4f3c01f4b7ab	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
ad85283de07d05536e0e72c868b718f2	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassotalea	
a1288336cc76ee0ea5366ffa52c0e73c	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	
e79f09ca22702c612f9f121fcda0e78f	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	uncultured_Flavobacterium
c21ec777ad870c22172d7b43e058b414	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	
fa43827240ef0fca2d18e004ecdc9458	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
e56e15fd750086b57c64adc46c5775d7	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Thalassospiraceae	Thalassospira	
58f65cfb3bdee4075599b8ede4c93e78	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Idiomarina	
efe3d7dae50957699c068303eb51e893	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium_granulosum
b3d603c36d3078d9350a38349531780c	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
9c4e803047c0a129cfc1edb7afff85f5	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudophaeobacter	
5c2ab0ea103a42b7936f3369b689ca03	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium_kroppenstedtii
e5051c9ea3055c80f8eebbfed08ea857	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Paraperlucidibaca	Paraperlucidibaca_baekdonensis
4a64b529620d82cd32d5ed0f1c43da57	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	
13a6d182ec7eb96a991100b08e9e47b5	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales			
9f5e15b27db280544320b2f3a92b11a6	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aurantivirga	Polaribacter_sp.
02d51e6bf09fb057fecae3fea6c717ca	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	
e2af42c70ab877819b73d2af6e0557d4	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter	
5dc9be5a971537dc34cfdde51f468ee5	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	
2b6394efb6c411b8fd5f924cfc603047	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Croceibacter	Croceibacter_atlanticus
bb8381aaed64a92e1c03878aa417b9c3	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Nonlabens	uncultured_bacterium
99c6f7e0db52240c8936273630f01cd9	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
14d5d3a037f956dfaf90b138a001c4c4	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oleiphilaceae	Oleiphilus	
c441d53343b38ad187482c6dc11f52dc	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	
ac9679a709100e4458b3bca0698eddf8	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Criblamydiaceae	Criblamydiaceae	
7c5e76abe10b2d97ef796abfe3f277e9	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
f0c0f787b15326ad5199dd7e61f5195c	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	
7bcd06b58f4fc5fde763b5b297916618	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae		
8ff2df2e99406a635b4895b5a34bf7ee	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	
07e3413142f0eea054317222f1546a30	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	
a403d46cf2318af427d2c8080e2e7b0d	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	
3cb4757583a89a9c576c054f0763fa5d	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae1	Alcanivorax	
699eacb40b10374ecc7d0385fd3e3c2d	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae		
7c5c0aeabc1e28ab08101fd8ce7695ce	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Paraglaciecola	
1064f3cd863bb02342c6349819f99f4d	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Nitrincolaceae	Amphritea	
33bca3bdf333c443dd5e8510d36f364e	Bacteria						
032a5f1e09507c26c0d93bd850473fbf	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Polycyclovorans	
a496b1a698344a4b38114ec7fba33856	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliales	Babeliales	uncultured_bacterium
1dc1f4e1d0eabcafe26e816809fd4084	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium_hadale
c14a417dbe1327a298aac194cd8d6929	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylotenera	
743f3ef682d840b1510a915b52b7658f	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	
b077261b1c7fd8d1a53d81848ca9e5b9	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas_stellipolaris
dc1e84496a3fb881040fec19d7325537	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae		
d8a61c9e613b1900869d2c3203331158	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
87315e8f35c57bfcb15efea7ae7d2f3d	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group	uncultured_Flavobacterium
c2a5f4d887999b9d712413cd4a9ed240	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	Ardenticatenaceae	uncultured	uncultured_Chloroflexi
26a0f8597d9ec48dcb930066f098462f	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Phyllobacterium	
26452c6d794075b8f27d24775da88f14	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Methylophagaceae	Methylophaga	
f4f65a43f2de57055c8bb6bb237e177c	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	
1adad6bff1cdb6a09c76938b909e7cf2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Citreicella	
b1b9f7f1e58c15bb21cfc98a384d32aa	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	
02e0de2f0eaf4d0328c28b410632fa45	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia	
c5e652f0bf794fb9d60bf390f9168f40	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	
385e2f39abe0027a3316a33940064c79	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	
263fa19452ea20e5609ff663a97a49ef	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	
7a4d4e77e5d69df3e094a6ce23add612	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	
78a45a3a04f23625ec6f82e19b89a0ea	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	
d290d5c62dba39b0d37da0e64ce8b8cf	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	uncultured	uncultured_Polaribacter
adc7b9c8321ed29d8f7a8b5b359566dd	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium_granulosum
8597d94844c1f3cf6cd3f41b2175dca9	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	
cb622e9360d8ba3d4119c57bbf0c5305	Bacteria	Proteobacteria	Gammaproteobacteria				
0b01a2fbb1d1c1cc664317c8181491b9	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	
2c5d370cc57c733ffc671c963cfd9f98	Bacteria	Proteobacteria	Gammaproteobacteria				
eaed2010025abcfd0b7d43c758104ea1	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	
11e442af86707a9b6dec8ab7e8dfe8b9	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	
024f71ca4ef076114fafd8623e360a54	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Kordia	marine_bacterium
f047effd19582af343d7ab5445867999	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	OM43_clade	
4e730471024cb590999e1bda15315c29	Bacteria	Proteobacteria	Alphaproteobacteria				
24903a63ac722c93e3d3e0f3b03df868	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	
7e869bb4eafe5a616a3647e196498b8b	Bacteria	Proteobacteria	Alphaproteobacteria				
a99b6e8a817d3f65e0327374e7c185e4	Bacteria	Proteobacteria	Gammaproteobacteria	MBAE14	MBAE14	MBAE14	uncultured_gamma
bddecf1ba0c3296278f29c6492d463aa	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	
419725c05348952bab32fb8f493a06a1	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	
270df3241f57409cc311b403bc78d6f5	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae		
9fffa38f31c67e8f25e7795c4c2878cc	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	
23f18fb60f6b7af0979896dba65e7f2b	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	uncultured	
bf5740926e16568b9f028a5a3bdd1c84	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	
15fc40d0527954963dfd80c417bb60c9	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	
cb8ec8cc2236c82d7565f9d1f92bbdc6	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	uncultured	uncultured_bacterium
2fd8058c585633c94ea277c3c45fd919	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
223f629597aaa578a5bc10b2c5c9ac56	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	
97f074b9c061d0e846fbee785812294b	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae		
11eba984393f13293296f2b48abe6cb4	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Arenibacter	
408cae9bf623996801b01bcf2b7c35d5	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales			
637ce005d56a91d598811ab01f76c827	Bacteria	Proteobacteria	Alphaproteobacteria				
1653579e78a80a0eaf737596f422b0dc	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	
5e060887b559249f3c59bc53fab6c19c	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcales-Tissierellales	Anaerococcus	
6aefb9d26cfdf07fcb45ecb24ff7bd95	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Litoricolaceae	Litoricola	uncultured_bacterium
b0a0db54aa5d41a07f462b160c3b2b1d	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Marinomonadaceae	Marinomonas	
c7670a6cb06881bd8ac08c8a1d6b2b9d	Bacteria	Proteobacteria	Gammaproteobacteria	MBAE14	MBAE14	MBAE14	uncultured_gamma
990b37721d5ff8de03ae0b3401a5560d	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae		
b680517cfb0b79adfaa3ed3df5bee33d	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	Zhongshania	
b2fb9c581cf31f4c5edecdae16474f9b	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	
d7d27b8c2988f1b2efae916e12314920	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	
