# Constructed from biom file																																																																																				
#OTU ID	S113	S114	S115	S116	S117	S118	S119	S120	S121	S122	S123	S124	S125	S126	S127	S128	S129	S130	S131	S132	S133	S134	S135	S136	S137	S138	S139	S140	S141	S142	S143	S144	S145	S146	S147	S148	S149	S150	S151	S152	S153	S154	S155	S156	S157	S158	S159	S160	S161	S162	S163	S164	S165	S166	S167	S168	S169	S170	S171	S172	S173	S174	S175	S176	S177	S178	S179	S180	S181	S182	S183	S184	S185	S186	S187	S188	S189	S190	S191	S192	S193	S194	S195	taxonomy
156c4d2863d4e0da6443665c58141ca3	0	0	0	0	0	7	0	0	0	7	0	16	14	9	10	7	2474	738	189	596	2144	0	11	6030	1640	12	314	297	19	7	22	10	15	10	21	5	0	0	0	0	0	0	0	8	0	0	0	0	7	6	0	0	0	5	5	6	8	6	2974	893	0	0	0	452	74	3311	37	676	0	0	14	0	7	9	105	188	8	16	0	1219	870	0	0	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia
39b0876e159e30b02e575e6b13c59ea4	0	8	0	0	0	0	0	0	0	0	971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	5958	82	9096	3349	1135	4619	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Terrimicrobiaceae; g__Terrimicrobium
238fe7ca9ac75976fc88ceb6d4d93321	0	0	0	0	16	0	0	0	0	0	3759	2726	5336	25	19	5998	24	20	20	0	19	0	31	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1094	0	0	0	986	289	2470	0	0	438	518	486	0	0	0	0	0	0	0	255	205	139	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Pseudoalteromonadaceae; g__Pseudoalteromonas
6ea2458ad532858b0fc78ded92270ef9	0	10	0	0	0	5	0	12	0	7	0	3	8	0	0	0	0	0	0	0	0	0	6	984	1922	1732	319	42	9	127	33	10	274	744	529	4266	2906	493	10430	6	5	21	6	0	9	6	12	7	15	14	15	20	11	16	21	23	18	0	22	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	8	0	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Agromyces
20ba0f5870ff1c506d177b44d18f3a13	0	0	2083	6	0	5	996	4	9	118	8	0	7	16	7	8	342	0	155	0	13	1023	16	109	1065	117	935	1353	17	20	29	0	33	12	19	14	3	22	0	0	0	0	0	5	13	4	9	0	0	8	8	0	0	0	5	5	9	13	6	9718	19	0	0	60	14	29	0	0	20	15	42	17	14	0	7	13	7	12	19	0	6299	8	10	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__uncultured; s__uncultured_Devosia
5b10b6bdaafb340b2f4106ed4bab6a9a	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	15	0	10	0	0	28	0	0	40	34	51	59	73	949	1286	564	1316	19138	24	68	100	0	0	112	0	0	0	0	0	27	0	0	0	0	0	0	22	0	12	0	0	29	0	0	0	0	0	0	0	0	0	0	0	26	311	40	0	0	0	0	16	0	0	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium_sensu_stricto_1
6acb9004c1ac2400206241eabae378bf	15	0	0	0	0	0	0	0	0	0	0	20	15	22	18	19	710	370	1480	203	457	11143	22	3225	911	13	2047	1449	8	11	17	0	16	30	10	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	6	144	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	7	0	100	1856	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__Haliscomenobacter
ba505f6583551f4b036e596f93b2db9b	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	17	12	0	11	18	18	20	25	24102	11	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium
e803a4480bbdb8baf1b74f06fe2084c4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	12	0	0	38	43	0	25	35	22	39	30	41	23776	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Arenimonas
2d85e2d1cabd52c9076e805584076c0b	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	12	22	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	28	23	45	0	19	33	32	38	36	6067	17746	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Cellvibrionaceae; g__Cellvibrio
a9f5b49da45b7988d54daba82c7555e9	8	8	0	0	0	0	0	0	0	6	0	23	13	0	0	0	0	0	0	0	0	0	20	56	0	0	33	43	23	32	29	0	27	2002	5897	8129	3091	2347	2058	10	21	0	0	42	56	6	53	0	13	10	0	0	7	0	13	0	14	0	22	11	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria
177b8f1324a0231a53f124cbf244a15b	0	0	8	14	3943	0	0	0	4	0	11	0	0	0	7	0	0	0	9	0	14	106	0	6	0	0	120	16	10	10	7	0	29	8	12	145	3	97	0	0	962	2	0	0	18	0	5	0	0	0	8	4	0	2	0	0	14	0	0	0	2	0	0	0	0	53	9	0	8	0	0	8	985	0	29	23	132	18	26	15	17045	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__Haliscomenobacter
a913e481b67c315d81267bc83d639c01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	21	0	0	0	0	0	927	18252	462	466	1003	692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2046	56	0	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales
d75a378676dd5954f92a65b63bf979f8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	10	3	0	5	0	0	39	29	30	28	38	6819	9849	1965	1079	3811	23	35	0	0	0	0	3	10	11	0	0	0	0	0	0	0	0	0	3	8	8	4	0	5	0	0	0	0	0	0	0	6	5	0	0	3	55	21	0	0	0	0	0	6	0	0	0	0	0	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelatoclostridiaceae; g__Erysipelatoclostridium
94cf751c4fb1f5599c9eecb1f44e91d6	1636	0	8405	16	1045	0	0	0	14	0	376	0	982	16	0	150	0	16	0	25	0	213	0	0	0	27	66	0	0	12	0	0	0	0	0	0	0	17	0	0	0	2855	764	0	13	0	0	0	9	10	15	0	0	264	0	0	8	0	0	0	1805	0	0	0	0	0	0	0	0	0	13	11	9	0	7	0	9	0	8	10	4990	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Hydrogenophaga
4ed25a7de4a066893401135ebac2e34f	0	6	0	0	0	12	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	10	0	0	0	0	0	0	5	0	0	9	0	7	0	0	0	0	0	1087	8	650	0	0	10	3494	4923	348	2229	1534	9143	22	19	17	23	29	23	33	77	32	0	0	28	0	0	0	0	0	0	0	19	0	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus
6d5c6a4723b0a2bf55cb2f6060be8241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	29	31	23	0	0	31	23445	0	32	34	0	34	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Alcanivoracaceae; g__Ketobacter; s__uncultured_soil
7798cd5dd9aa8f52ccf1e2fa6f7c1f6c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	11	16	0	0	0	766	22465	0	21	24	0	30	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomaceae; g__Arcicella
78f9be0468712928b5e1607aa3ffa3ee	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	21	17	20	17	23	19	15	17	0	0	1202	18060	477	253	838	982	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	3	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	80	1282	0	70	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales
1375662b4a6b8aeffd3d37fb3db57c0b	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	353	0	43	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	3	0	4	428	0	0	11	618	0	0	160	0	0	0	0	0	0	0	5	0	0	0	17	24	0	13	18	18	33	20	21225	18	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Crocinitomicaceae; g__Fluviicola
6aa9d85ccd58c688cb5c87c836a2e145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	5	0	0	0	0	0	0	0	0	0	0	37	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	9	25	19	10	19	34	20	26	22	20	27	19008	3352	0	358	11	0	0	0	0	0	0	0	26	0	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast
c7e8e7de94685545283783d4b9f8982d	0	0	17	9	10	0	0	0	4147	0	18	17	0	0	0	0	0	0	125	379	0	13	0	223	156	0	354	49	26	40	0	0	23	534	405	2139	732	201	0	0	15	17	0	21	21	0	0	0	0	0	0	0	0	89	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	315	141	26	35	11	24	774	28	314	30	4793	6738	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Devosiaceae
ac19990d237488d9c589b23959f83606	401	16	310	379	403	86	0	77	404	22	508	210	51	15	74	50	9	37	24	31	367	111	177	282	91	11	172	89	50	94	44	47	555	256	212	125	44	272	82	16	6	41	0	25	248	194	93	110	64	3	98	39	8	24	22	22	194	7	79	102	14	83	59	43	21	37	31	22	136	66	7839	4326	799	68	189	192	154	240	225	144	391	72	247	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Salinivibrio
32e6abb63a942e08e6189f7033da5450	0	12	0	0	0	11	0	6	0	0	715	28	2655	30	17	607	139	203	989	51	3067	301	51	437	0	0	482	523	0	0	0	5	34	0	0	0	0	0	0	0	13	12	0	0	3955	0	0	0	1530	0	43	783	54	971	16	319	0	0	20	0	0	0	0	0	0	0	0	0	0	0	256	555	4020	0	0	0	0	0	22	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio
e7b996f7bc70554550201574871a57cf	30	59	25	20	13	0	47	9	51	56	204	56	0	44	14	556	29	69	46	68	31	39	108	1739	137	70	81	264	51	137	97	40	66	54	211	254	14	223	130	13	391	3726	75	56	33	29	81	222	0	31	10	0	29	34	16	46	24	69	82	260	105	422	0	45	0	0	31	50	20	17	61	41	17	21	20	16	662	45	43	372	10345	109	38	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae
e8c8b4d964050d2e3e79b3f1005ea83b	0	0	0	130	2946	0	0	5	0	0	0	0	0	0	21	0	0	0	0	0	0	0	143	0	901	9	209	21	51	51	143	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	9	9	2424	0	21	0	0	24	19	7338	5216	24	21	73	0	587	869	16	0	1040	40	21	21	0	0	0	0	0	0	26	26	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Cloacibacterium
2348a2252c580b6a9f95afc1d06d8076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	27	19	10	0	0	0	0	0	0	0	7594	81	8589	4645	1543	153	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast
dfd85cd9b245b326a5a844bdc37aa7ae	0	0	0	0	0	32	0	27	0	0	0	0	0	0	0	0	14	19	0	0	0	0	0	0	0	0	0	0	23	0	13	20	0	0	0	0	0	0	22	0	15	0	0	0	650	0	0	33	0	21	1533	1913	5513	6640	4650	1330	26	0	37	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria
4443ea43eef175aecbab88a21943243a	49	82	77	77	71	8	7	9	6334	1106	3308	16	8	11	12	1120	10	24	58	209	34	21	56	1879	1353	49	477	68	38	56	90	9	74	50	66	78	4	84	19	2	13	11	65	150	24	2663	18	1005	237	24	19	0	6	11	25	106	27	3	21	14	52	5	7	0	4	6	25	84	16	8	9	7	4	3	7	0	6	6	20	687	20	7	24	d__Bacteria; p__Bacteroidota; c__Bacteroidia
0dba21ab132d1367be5afa9418f19470	8	0	0	8	5	4	4	0	0	11	6	3	2	0	4	4	0	6	8	0	20	6	10	2230	0	9	118	274	3	6	8	5	34	5	11	35	0	21	4	29	0	0	19	4	16	13	6	17	0	0	0	0	0	0	3	0	6	8	0	39	4	5	0	18	0	66	6	0	6	0	12	190	49	0	15	27	16	28	20	860	18090	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__uncultured
f5f8eb63e22362509e2c7c78271305f2	4	12	1159	9	0	0	8	3	0	0	812	12	993	14	7	1014	5	159	6	0	0	0	6	2578	1685	23	507	47	67	36	13	0	10	14	14	18	27	33	0	0	21	9340	0	27	287	0	14	0	679	8	0	0	0	5	6	353	0	4	0	0	7	0	0	0	0	7	0	6	0	0	0	31	0	0	0	0	0	0	0	863	1480	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Cellvibrionaceae; g__Cellvibrio
ca5d92d5f1f41270f08c2cc5835ab837	0	0	0	0	0	0	0	0	0	0	0	0	415	10	19	484	281	249	1090	902	2357	1032	13	2256	599	18	207	211	10	33	27	0	24	8	6	0	15	6	0	0	12	7170	0	7	17	0	12	0	0	0	0	0	0	6	0	0	0	0	0	1646	0	0	0	105	10	232	0	84	10	0	0	10	0	0	0	0	18	14	16	313	2453	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae
06064c372bb624503c2905d13f7691f5	0	0	0	0	16	0	0	0	0	0	0	0	315	0	0	74	0	63	219	0	0	0	0	0	0	0	0	24	0	0	0	0	34	1296	0	271	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0	0	11	0	0	0	0	0	631	0	0	0	0	0	0	165	131	0	25	0	262	13562	1982	2508	37	268	68	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ea037094d49af8c09fd6876e6a9980d1	4	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	25	28	15	18	19	19	12	13	0	17	7977	1697	4895	5874	690	553	0	17	27	0	25	25	0	27	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales
272e9e2f6e6926584cf2f7722b533c99	0	0	0	0	0	0	0	0	970	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	31	0	12	0	0	0	18	13	0	16	20	25	18	22	20527	17	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Azospirillales; f__Azospirillaceae; g__Niveispirillum
ea46786fcda66b2412f2c4cfc6bbcc83	8	16	9451	55	48	0	3	2	90	0	129	31	15	87	77	351	641	19	49	145	65	69	202	67	26	158	334	171	30	33	107	11	134	113	383	49	33	99	3	2	14	12	3	147	62	0	164	5	9	72	80	47	0	8	37	68	35	0	120	2156	1680	4	43	95	11	126	57	58	64	34	182	15	14	4	43	46	5	6	29	67	2642	0	65	d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Pyrinomonadaceae; g__RB41
ca414e138f7b647d4d485de1a4f84237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	2083	633	11064	2842	386	0	0	0	9	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2323	1934	32	250	3	11	0	0	0	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast
19a7366da0b02de8f826590af8050d79	0	0	640	11	13	0	0	0	0	0	2235	1013	7079	26	16	4519	286	30	25	213	24	15	23	0	5	11	13	8	0	7	4	0	12	0	46	0	11	50	0	0	0	2882	0	0	8	0	11	0	0	0	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	6	0	0	0	342	1834	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae
67efcd5e38153dc5eec1ec51f049f2df	1336	254	73	2425	218	49	635	5	81	9	114	93	17	367	137	15	134	13	16	44	47	38	8	32	14	49	8	7	9	14	6	0	12	7	10	0	8	0	21	302	78	467	138	82	74	397	5	61	4	9	0	3	0	0	0	0	4	3934	6	11	5393	2719	780	16	48	27	24	45	252	82	30	11	6	3	28	9	13	16	0	0	0	3	0	Unassigned
21a29adb369f1cb96f069a9f4a2d8b66	27	11	37	34	26	4	7	9	30	0	33	23	16	25	28	8	17	19	50	20	5	14	27	61	40	57	66	33	68	2480	2770	0	1773	324	823	524	139	1476	1973	3	35	31	8	26	15	0	26	9	13	16	34	4	16	20	20	13	15	4	19	13	5	0	15	6	16	13	11	12	10	10	765	4372	1203	2	140	64	884	86	184	33	30	4	22	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_parauberis
e04dd2433849ab9dc023305a777089e9	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	35	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	11	13	20	23	21	18	34	24	32	38	20	18	25	16839	3526	440	26	0	0	8	0	12	0	0	17	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae
3265692341e42dbd5cf4ed1938b906e3	0	0	0	0	0	0	0	0	0	0	0	21	10	0	0	0	0	0	0	0	0	28	0	42	13	0	0	0	0	0	0	0	0	2560	468	12499	3288	634	374	0	0	38	0	33	14	0	39	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	22	0	144	0	0	0	205	38	15	0	0	138	51	57	0	0	154	342	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Mesorhizobium
3d4f1680a5d902ad5d149b3160740042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	34	90	0	4329	584	0	552	263	30	0	34	0	25	0	32	33	0	136	0	0	0	1833	0	0	15	0	17	31	0	0	0	0	0	0	0	0	0	0	0	445	0	0	0	40	0	39	0	0	0	0	0	23	0	0	36	43	102	15	46	1971	10188	31	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae
7c21f2e52989eea78c2174d058dc3ce2	12	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	21	0	0	0	779	0	234	0	308	23	44	0	21	28	0	0	8405	1929	4543	2545	743	475	0	0	20	0	17	13	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	123	0	0	0	0	0	0	0	0	0	171	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiales_Incertae_Sedis; g__uncultured
f1a8bc532a624ab06b984e4bcfd913ee	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	52	103	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	25	27	51	25	0	40	93	27	72	44	54	43	0	19321	141	0	34	0	0	0	0	0	804	0	31	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Halomonadaceae; g__Halomonas
6049fd052cd61862133bc2409e49ad14	0	0	4	0	0	0	0	0	4	0	0	0	0	0	7	0	2	0	6	12	0	0	1023	533	3357	4088	715	150	13	19	17	0	15	82	27	42	46	54	202	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	4	0	0	0	14	0	6	2774	122	298	1281	13	4281	13	0	10	0	0	6	7	0	3	2	0	1724	0	8	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria
050a871032aa670da14a46269a736f78	3187	0	5	0	0	0	0	0	8	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	49	0	36	0	0	0	0	0	21	11	15	0	0	22	17319	0	14	12	0	20	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	34	0	8	0	0	86	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Terrimonas
49192cc8a222d97b965b839ff5d0f333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	1775	1734	5372	2714	2030	744	0	0	0	0	150	0	25	59	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1988	76	789	553	833	342	0	0	374	862	0	0	0	0	0	0	0	0	79	0	0	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae
346007a821ecca84361ed63a23c1f33d	5	0	0	0	0	2	3	12	7	8	1689	0	0	0	0	128	3	4	0	0	20	0	4	0	0	0	16	0	0	6	0	5	36	0	4	12	16	20	10	0	14	19	8	13	11746	6	22	0	260	8	1425	15	1398	3468	15	271	19	0	13	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	8	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales
5e80fb1f9ef14bd6695ffd1d664f2f9f	0	0	0	0	6	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	20160	31	0	0	26	23	32	51	33	27	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Halomonadaceae; g__Halomonas
69d1d22454b8902850798c9aed19a22d	82	24	96	73	72	23	0	11	62	0	125	30	19	47	42	20	14	39	32	11	58	27	82	61	29	65	81	40	35	165	112	29	110	38	115	10685	37	396	678	30	38	52	16	26	49	0	75	87	15	23	38	24	18	30	23	21	34	0	53	18	12	14	16	13	20	14	15	0	24	14	577	309	181	0	2721	77	1310	356	336	59	62	14	91	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae
7a898ca1e013750127808b3bb457bc76	0	29	0	0	0	31	17844	21	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	13	26	0	0	1922	0	0	28	0	24	33	27	18	27	29	47	59	32	37	21	38	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Roseomonas
0b680587114c38003dd4665a471bd2eb	0	0	0	0	20	0	0	0	0	0	3372	1732	2958	0	0	2336	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	668	8688	0	0	43	0	0	39	29	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio
56c2283a0e7909e4a384ef54ba70d83f	0	24	0	0	0	10	13	23	0	17	16	0	0	0	0	0	0	0	0	0	0	0	20	3	0	0	0	0	0	0	0	20	0	0	45	0	0	0	17	20	0	0	10	0	0	7	25	12	26	16	14	37	27	28	30	19	20	0	18957	590	0	0	0	3	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	7	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Coxiellales; f__Coxiellaceae; g__Coxiella
e6699fbf568e00419e3e8bd2f686aa00	0	0	0	0	0	0	0	0	0	0	1537	0	622	0	0	7693	379	0	0	0	0	0	17	1045	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2903	0	0	0	0	0	0	694	1156	41	0	0	0	0	0	0	0	0	0	520	1435	1565	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Halomonadaceae; g__Halomonas
