#NAME,SRR17045222,SRR17045223,SRR17045226,SRR17045227
ASV_13110,0,2,0,0
ASV_13111,0,3,7,0
ASV_13112,0,3,0,0
ASV_13113,0,2,0,0
ASV_13114,1,4,2,0
ASV_13115,0,3,0,0
ASV_13116,0,5,0,0
ASV_13117,1,2,1,0
ASV_13118,0,3,0,0
ASV_13119,0,3,0,0
ASV_1312,0,0,0,21
ASV_13120,0,2,0,0
ASV_13121,1,3,0,1
ASV_13122,0,3,0,0
ASV_13123,0,5,0,0
ASV_13124,0,2,0,0
ASV_13125,0,2,0,0
ASV_13126,0,3,0,0
ASV_13127,0,2,0,0
ASV_13129,0,4,0,0
ASV_1313,0,0,0,25
ASV_13131,0,3,0,0
ASV_13132,0,5,0,0
ASV_13133,0,2,0,1
ASV_13134,0,5,1,0
ASV_13135,0,2,0,0
ASV_13136,0,3,0,0
ASV_13137,1,3,2,0
ASV_13138,0,2,0,0
ASV_13139,0,3,0,0
ASV_1314,0,0,0,23
ASV_13140,0,2,0,0
ASV_13141,0,4,0,0
ASV_13142,0,7,0,1
ASV_13143,0,4,2,0
ASV_13144,1,2,0,2
ASV_13145,0,4,0,0
ASV_13146,0,2,1,1
ASV_13147,0,3,0,0
ASV_13148,0,3,0,0
ASV_13149,1,3,0,0
ASV_1315,0,0,0,24
ASV_13150,0,3,0,0
ASV_13151,0,5,0,2
ASV_13152,0,2,1,0
ASV_13154,0,4,0,3
ASV_13156,0,3,0,0
ASV_13157,0,3,0,0
ASV_13158,0,3,0,0
ASV_13159,0,3,0,0
ASV_1316,0,0,0,21
ASV_13160,0,3,0,0
ASV_13161,1,4,0,0
ASV_13162,0,3,0,0
ASV_13163,0,4,0,0
ASV_13164,0,4,0,0
ASV_13165,2,2,0,0
ASV_13166,0,4,1,0
ASV_13167,1,3,0,0
ASV_13168,0,7,2,0
ASV_13169,0,2,0,1
ASV_1317,0,0,0,22
ASV_13171,0,5,1,2
ASV_13172,0,4,0,0
ASV_13173,0,2,0,0
ASV_13174,0,6,0,0
ASV_13175,1,5,0,0
ASV_13176,0,6,0,0
ASV_13177,0,6,0,3
ASV_13178,0,3,0,0
ASV_13179,0,7,0,0
ASV_1318,0,1,0,21
ASV_13180,0,5,4,0
ASV_13181,0,2,0,0
ASV_13182,1,3,2,0
ASV_13183,0,3,1,1
ASV_13184,0,2,0,0
ASV_13185,0,4,0,3
ASV_13186,0,2,0,0
ASV_13187,0,4,0,1
ASV_13188,0,2,0,0
ASV_13189,0,3,3,0
ASV_1319,0,0,0,25
ASV_13190,0,2,0,0
ASV_13191,0,3,0,0
ASV_13192,0,3,0,2
ASV_13193,0,2,1,0
ASV_13194,0,5,0,0
ASV_13195,0,3,0,0
ASV_13196,0,2,0,0
ASV_13197,0,5,0,2
ASV_13198,0,5,0,0
ASV_13199,0,6,0,0
ASV_132,0,114,0,0
ASV_1320,0,0,0,21
ASV_13200,0,5,0,0
ASV_13201,2,4,0,1
ASV_13202,0,8,0,0
ASV_13203,0,4,0,0
ASV_13204,0,5,0,0
ASV_13205,0,2,0,0
ASV_13206,0,2,0,0
ASV_13207,0,4,0,0
ASV_13208,1,4,1,0
ASV_13209,0,2,0,0
ASV_1321,0,0,0,24
ASV_13210,2,4,3,0
ASV_13211,0,10,2,0
ASV_13212,0,4,0,1
ASV_13213,0,4,0,1
ASV_13214,0,2,0,0
ASV_13215,0,4,0,0
ASV_13216,0,3,0,1
ASV_13217,0,2,0,0
ASV_13218,0,4,0,0
ASV_13219,0,4,0,0
ASV_1322,0,0,0,23
ASV_13220,0,4,0,0
ASV_13221,0,2,0,0
ASV_13222,0,4,0,0
ASV_13223,0,3,0,0
ASV_13224,0,3,0,0
ASV_13225,0,2,0,0
ASV_13226,1,2,0,0
ASV_13227,0,3,0,2
ASV_13228,0,3,0,0
ASV_13229,0,5,0,0
ASV_1323,0,0,0,22
ASV_13230,0,5,0,0
ASV_13231,0,4,0,0
ASV_13232,0,5,2,0
ASV_13233,0,2,0,0
ASV_13234,0,4,0,0
ASV_13235,0,3,0,0
ASV_13236,0,4,0,0
ASV_13237,0,2,0,0
ASV_13238,0,3,0,0
ASV_13239,0,4,0,0
ASV_1324,0,0,0,26
ASV_13240,0,2,0,0
ASV_13241,1,3,0,0
ASV_13242,0,3,0,0
ASV_13243,0,3,0,0
ASV_13244,0,2,0,0
ASV_13245,0,5,0,1
ASV_13246,0,3,0,0
ASV_13247,1,2,0,0
ASV_13248,0,4,0,0
ASV_13249,0,4,0,0
ASV_1325,0,1,0,24
ASV_13250,0,2,0,0
ASV_13251,0,2,0,0
ASV_13252,3,3,1,0
ASV_13253,0,2,0,0
ASV_13254,1,6,0,1
ASV_13255,0,2,0,0
ASV_13256,0,2,0,1
ASV_13257,0,2,0,0
ASV_13258,0,3,0,0
ASV_13259,0,3,0,0
ASV_1326,0,0,0,26
ASV_13260,0,3,1,2
ASV_13261,1,2,0,1
ASV_13262,0,3,0,0
ASV_13263,0,2,0,0
ASV_13264,0,5,0,0
ASV_13265,0,2,0,0
ASV_13266,3,3,1,0
ASV_13267,0,5,0,2
ASV_13268,0,4,0,0
ASV_13269,0,5,0,0
ASV_1327,0,0,0,22
ASV_13270,0,3,0,0
ASV_13271,1,2,0,0
ASV_13272,0,3,0,0
ASV_13273,0,3,0,0
ASV_13274,1,3,0,0
ASV_13275,2,3,0,0
ASV_13276,0,4,0,0
ASV_13277,0,3,1,0
ASV_13278,0,3,0,0
ASV_13279,4,7,2,1
ASV_1328,0,0,0,29
ASV_13280,0,8,0,0
ASV_13281,0,2,0,0
ASV_13282,0,4,0,0
ASV_13283,0,3,1,0
ASV_13284,0,2,0,0
ASV_13285,0,8,0,1
ASV_13286,3,3,0,0
ASV_13287,0,5,0,0
ASV_13288,0,3,0,0
ASV_13289,3,5,1,1
ASV_1329,0,0,0,24
ASV_13291,0,5,0,0
ASV_13292,0,2,0,0
ASV_13293,0,3,0,0
ASV_13294,0,2,0,0
ASV_13295,0,8,1,1
ASV_13296,0,5,0,0
ASV_13297,0,3,0,0
ASV_13298,0,3,0,0
ASV_13299,0,4,0,1
ASV_133,117,0,0,0
ASV_1330,0,0,0,24
ASV_13300,0,3,0,0
ASV_13301,0,4,0,0
ASV_13302,0,2,0,0
ASV_13303,0,3,0,0
ASV_13304,1,5,1,0
ASV_13305,0,6,0,0
ASV_13306,0,3,0,0
ASV_13307,0,5,0,0
ASV_13308,0,3,0,0
ASV_13309,0,4,0,0
ASV_1331,25,0,0,0
ASV_13310,0,2,1,2
ASV_13311,0,6,0,1
ASV_13312,0,11,0,0
ASV_13313,0,2,0,0
ASV_13314,0,2,0,0
ASV_13315,0,2,0,0
ASV_13316,0,3,0,0
ASV_13317,0,4,0,0
ASV_13318,0,3,0,0
ASV_13319,0,2,0,0
ASV_1332,25,0,0,0
ASV_13320,0,5,0,0
ASV_13321,0,2,0,0
ASV_13323,0,3,0,2
ASV_13324,0,5,0,0
ASV_13325,0,6,0,1
ASV_13326,5,6,2,1
ASV_13327,0,2,0,0
ASV_13328,0,4,0,0
ASV_13329,0,4,0,0
ASV_1333,22,0,0,0
ASV_13330,0,3,0,0
ASV_13331,0,3,0,0
ASV_13332,0,2,0,1
ASV_13333,0,5,0,0
ASV_13334,0,3,5,1
ASV_13335,0,3,0,0
ASV_13337,0,10,2,0
ASV_13338,0,5,1,0
ASV_13339,0,4,2,0
ASV_1334,22,0,0,0
ASV_13340,0,2,0,0
ASV_13341,0,3,0,0
ASV_13342,0,2,0,1
ASV_13343,0,3,0,0
ASV_13344,0,8,1,0
ASV_13345,0,2,4,2
ASV_13346,0,2,0,1
ASV_13347,0,3,1,0
ASV_13348,0,4,1,0
ASV_13349,2,5,0,0
ASV_13350,0,4,0,0
ASV_13351,0,2,1,1
ASV_13352,0,4,0,1
ASV_13353,0,3,0,0
ASV_13354,0,2,0,0
ASV_13355,0,2,0,0
ASV_13356,0,2,0,0
ASV_13357,0,3,0,0
ASV_13358,0,3,0,0
ASV_13359,0,6,3,1
ASV_1336,25,0,0,0
ASV_13360,0,2,0,0
ASV_13361,0,3,0,0
ASV_13362,0,2,0,0
ASV_13363,0,4,0,0
ASV_13364,0,3,0,0
ASV_13367,0,5,0,1
ASV_13368,0,2,0,0
ASV_13369,0,3,0,0
ASV_1337,29,0,0,0
ASV_13370,0,6,0,0
ASV_13371,2,4,0,0
ASV_13372,0,3,0,0
ASV_13373,0,2,0,0
ASV_13374,0,2,0,0
ASV_13375,0,2,1,0
ASV_13376,0,2,2,0
ASV_13377,1,3,0,1
ASV_13378,1,2,0,0
ASV_13379,0,3,0,2
ASV_1338,23,0,0,0
ASV_13380,0,4,1,0
ASV_13381,0,2,0,0
ASV_13383,0,2,0,0
ASV_13384,0,6,0,0
ASV_13385,0,2,1,0
ASV_13386,0,2,0,0
ASV_13387,0,6,3,0
ASV_13388,0,4,0,0
ASV_13389,0,3,0,0
ASV_1339,25,0,0,0
ASV_13390,2,3,0,0
ASV_13391,0,4,0,0
ASV_13392,0,2,0,1
ASV_13393,0,3,0,0
ASV_13394,0,2,0,0
ASV_13395,0,3,0,0
ASV_13396,0,3,0,1
ASV_13397,0,3,0,0
ASV_13398,1,4,0,0
ASV_13399,0,3,0,0
ASV_134,119,0,0,0
ASV_1340,23,0,0,0
ASV_13400,0,3,0,0
ASV_13401,0,4,0,0
ASV_13402,1,8,0,0
ASV_13403,0,4,0,1
ASV_13404,0,5,0,0
ASV_13405,0,4,0,0
ASV_13406,0,4,0,0
ASV_13407,2,7,0,0
ASV_13408,0,7,0,0
ASV_13409,0,2,0,0
ASV_1341,23,0,0,0
ASV_13411,0,3,1,1
ASV_13412,0,3,0,1
ASV_13413,0,3,0,0
ASV_13414,0,4,1,0
ASV_13415,0,3,0,0
ASV_13416,0,3,0,0
ASV_13417,0,4,0,0
ASV_13418,2,5,0,0
ASV_13419,0,2,0,0
ASV_1342,22,0,0,0
ASV_13420,0,7,3,6
ASV_13421,1,2,0,0
ASV_13422,0,4,2,0
ASV_13423,0,4,0,0
ASV_13424,0,8,0,0
ASV_13425,0,3,0,0
ASV_13426,0,2,0,0
ASV_13427,0,5,5,1
ASV_13428,0,2,0,0
ASV_13429,0,3,0,0
ASV_1343,23,0,0,0
ASV_13430,0,2,0,0
ASV_13431,0,5,0,0
ASV_13432,0,4,0,0
ASV_13433,0,4,1,0
ASV_13434,0,5,1,0
ASV_13435,0,5,4,0
ASV_13436,0,2,1,0
ASV_13437,1,3,2,1
ASV_13438,0,2,0,0
ASV_13439,0,4,0,0
ASV_1344,19,0,0,0
ASV_13440,0,3,0,0
ASV_13441,0,2,0,0
ASV_13442,0,2,0,0
ASV_13443,0,4,0,0
ASV_13444,2,5,2,4
ASV_13445,0,2,0,0
ASV_13446,0,2,0,0
ASV_13447,0,5,0,2
ASV_13448,0,2,1,1
ASV_13449,0,5,0,1
ASV_1345,23,0,0,0
ASV_13450,1,5,0,0
ASV_13451,0,5,0,1
ASV_13452,3,9,0,1
ASV_13453,0,2,0,0
ASV_13454,0,3,0,0
ASV_13455,0,5,1,0
ASV_13456,0,3,0,0
ASV_13457,0,3,0,0
ASV_13458,0,8,0,0
ASV_13459,0,6,0,0
ASV_1346,0,26,0,0
ASV_13460,0,3,0,0
ASV_13461,4,11,0,0
ASV_13462,1,3,0,0
ASV_13464,0,3,0,1
ASV_13466,0,11,0,3
ASV_13467,1,3,0,0
ASV_13469,0,3,0,0
ASV_1347,0,26,0,0
ASV_13470,0,2,0,0
ASV_13471,0,2,0,0
ASV_13472,0,5,0,2
ASV_13473,0,2,0,0
ASV_13474,0,3,0,0
ASV_13475,1,3,0,0
ASV_13476,0,2,0,0
ASV_13477,0,3,0,0
ASV_13478,1,3,1,1
ASV_13479,2,7,0,0
ASV_1348,0,21,0,1
ASV_13480,0,11,0,1
ASV_13481,0,4,0,1
ASV_13482,0,6,0,0
ASV_13483,0,2,0,0
ASV_13484,0,4,0,0
ASV_13485,0,4,0,2
ASV_13486,0,2,0,0
ASV_13487,0,2,0,0
ASV_13488,0,3,0,0
ASV_13489,0,2,0,1
ASV_1349,0,20,0,0
ASV_13490,0,3,0,0
ASV_13491,0,5,0,0
ASV_13492,0,2,0,1
ASV_13493,0,6,0,0
ASV_13494,0,3,0,0
ASV_13495,0,3,0,0
ASV_13496,1,6,1,0
ASV_13497,0,3,1,1
ASV_13498,0,6,0,0
ASV_13499,0,4,0,0
ASV_135,0,0,0,110
ASV_1350,0,20,0,0
ASV_13500,0,2,0,0
ASV_13501,0,3,0,0
ASV_13502,0,5,1,1
ASV_13503,0,8,2,2
ASV_13505,0,2,0,0
ASV_13506,0,2,0,0
ASV_13507,0,2,0,0
ASV_13509,2,4,0,0
ASV_1351,0,21,0,0
ASV_13510,0,2,0,0
ASV_13511,0,3,0,0
ASV_13512,0,4,0,0
ASV_13513,2,5,1,0
ASV_13514,0,2,0,0
ASV_13515,0,5,0,0
ASV_13516,0,3,0,0
ASV_13517,1,5,1,2
ASV_13519,0,4,0,0
ASV_1352,0,24,0,0
ASV_13520,0,5,2,0
ASV_13521,0,5,1,2
ASV_13524,0,5,0,0
ASV_13525,0,2,0,0
ASV_13526,0,4,0,0
ASV_13527,0,4,0,1
ASV_13528,0,2,0,0
ASV_13529,0,2,0,0
ASV_1353,0,21,0,0
ASV_13530,0,4,0,0
ASV_13531,0,2,0,0
ASV_13532,0,3,0,0
ASV_13533,0,3,0,0
ASV_13534,0,3,0,0
ASV_13535,1,2,1,0
ASV_13536,1,2,0,0
ASV_13538,0,2,0,0
ASV_13539,0,3,0,0
ASV_1354,0,21,0,1
ASV_13540,0,2,0,0
ASV_13541,0,5,0,0
ASV_13542,0,5,0,0
ASV_13543,0,2,0,0
ASV_13544,1,3,0,2
ASV_13545,0,3,0,0
ASV_13547,0,3,2,0
ASV_13548,1,2,0,0
ASV_13549,0,3,0,0
ASV_1355,0,23,0,0
ASV_13550,0,3,0,2
ASV_13551,0,2,0,0
ASV_13552,0,3,0,0
ASV_13553,0,2,0,0
ASV_13554,0,4,1,0
ASV_13555,0,8,2,0
ASV_13557,0,2,0,0
ASV_13558,0,4,1,1
ASV_1356,0,19,0,0
ASV_13560,0,2,0,0
ASV_13561,0,3,0,0
ASV_13562,0,3,6,0
ASV_13563,0,2,0,0
ASV_13564,0,18,0,0
ASV_13565,0,3,0,0
ASV_13566,0,3,0,0
ASV_13567,4,8,0,0
ASV_13568,0,2,0,0
ASV_13569,0,4,0,0
ASV_1357,0,25,0,0
ASV_13570,0,2,0,0
ASV_13571,0,2,0,0
ASV_13573,0,4,1,0
ASV_13574,0,4,0,0
ASV_13575,0,7,0,0
ASV_13576,0,2,0,0
ASV_13577,0,2,0,0
ASV_13578,0,3,0,0
ASV_13579,0,4,0,0
ASV_1358,0,25,0,0
ASV_13580,0,3,0,0
ASV_13581,2,7,0,2
ASV_13582,0,2,1,0
ASV_13584,1,3,0,0
ASV_13585,0,4,0,0
ASV_13586,0,4,0,0
ASV_13587,4,4,1,1
ASV_13588,0,4,1,0
ASV_1359,0,22,0,0
ASV_13590,0,3,0,1
ASV_13591,0,8,1,0
ASV_13592,0,7,0,1
ASV_13593,0,3,1,0
ASV_13594,0,2,0,0
ASV_13595,0,3,0,0
ASV_13596,0,3,2,0
ASV_13597,0,3,0,0
ASV_13598,0,2,0,0
ASV_13599,0,2,0,0
ASV_136,0,111,0,0
ASV_1360,0,25,0,0
ASV_13600,0,6,0,0
ASV_13601,0,3,0,0
ASV_13602,0,3,0,0
ASV_13603,0,7,2,0
ASV_13604,0,2,0,0
ASV_13605,1,5,0,1
ASV_13606,0,4,0,0
ASV_13607,0,3,0,1
ASV_13608,2,4,1,0
ASV_13609,0,5,0,0
ASV_1361,0,22,0,0
ASV_13610,1,3,0,1
ASV_13611,2,7,0,0
ASV_13612,0,2,0,0
ASV_13613,0,3,0,1
ASV_13614,0,2,0,0
ASV_13615,0,2,0,0
ASV_13616,0,3,0,0
ASV_13617,0,3,0,0
ASV_13618,0,3,0,0
ASV_13619,0,6,0,0
ASV_1362,0,21,0,0
ASV_13620,0,5,0,0
ASV_13621,3,3,0,0
ASV_13622,0,3,0,1
ASV_13623,0,7,6,2
ASV_13624,0,3,0,0
ASV_13625,0,3,0,2
ASV_13626,0,2,0,0
ASV_13627,0,4,0,1
ASV_13628,0,2,1,0
ASV_13629,0,4,0,0
ASV_1363,0,24,0,0
ASV_13630,0,2,0,0
ASV_13631,0,3,0,0
ASV_13632,0,4,0,2
ASV_13633,0,4,0,0
ASV_13634,0,3,0,0
ASV_13635,0,5,0,0
ASV_13636,3,3,0,0
ASV_13637,0,3,5,3
ASV_13638,0,6,0,0
ASV_13639,2,4,0,0
ASV_1364,0,20,0,0
ASV_13640,0,3,0,0
ASV_13641,0,4,0,0
ASV_13642,0,2,1,0
ASV_13643,0,8,0,1
ASV_13644,3,5,1,0
ASV_13645,0,2,0,0
ASV_13646,0,3,0,0
ASV_13647,0,4,0,0
ASV_13648,0,5,0,0
ASV_13649,0,2,0,0
ASV_1365,0,27,0,0
ASV_13650,0,3,0,0
ASV_13651,0,4,0,0
ASV_13652,0,2,0,1
ASV_13653,0,4,0,0
ASV_13654,0,5,0,0
ASV_13655,1,3,0,0
ASV_13656,0,3,0,0
ASV_13657,0,3,0,0
ASV_13658,0,3,0,0
ASV_13659,0,2,0,0
ASV_1366,0,21,0,0
ASV_13660,0,2,0,0
ASV_13661,0,6,0,2
ASV_13662,0,2,0,0
ASV_13663,0,4,0,0
ASV_13664,1,3,1,2
ASV_13665,0,3,0,0
ASV_13666,0,2,0,0
ASV_13667,0,3,0,0
ASV_13668,0,2,0,0
ASV_13669,0,2,0,0
ASV_1367,0,20,0,0
ASV_13670,1,2,0,0
ASV_13671,0,4,0,0
ASV_13672,0,4,0,0
ASV_13673,0,4,0,0
ASV_13674,0,3,0,0
ASV_13675,0,2,0,0
ASV_13676,0,2,0,1
ASV_13677,0,2,0,0
ASV_13678,0,2,0,1
ASV_1368,0,26,0,0
ASV_13680,0,3,0,0
ASV_13681,0,8,0,0
ASV_13682,0,2,0,0
ASV_13683,0,2,0,0
ASV_13684,0,3,0,0
ASV_13685,0,4,0,0
ASV_13686,0,6,0,0
ASV_13687,0,3,0,0
ASV_13688,1,2,0,0
ASV_13689,0,3,0,0
ASV_1369,0,21,0,1
ASV_13690,0,3,0,0
ASV_13691,0,2,0,0
ASV_13692,1,6,1,1
ASV_13693,0,2,0,0
ASV_13694,0,2,0,0
ASV_13695,1,3,0,0
ASV_13696,0,6,0,3
ASV_13697,0,2,0,0
ASV_13698,0,3,0,2
ASV_13699,0,6,0,0
ASV_137,0,0,0,110
ASV_1370,0,26,0,0
ASV_13700,0,5,0,0
ASV_13701,0,2,0,0
ASV_13702,0,3,0,0
ASV_13703,0,2,1,0
ASV_13704,1,4,0,3
ASV_13705,0,3,0,0
ASV_13706,0,2,0,0
ASV_13707,0,4,0,0
ASV_13708,1,2,0,0
ASV_13709,0,2,0,0
ASV_1371,0,24,0,0
ASV_13710,0,3,0,1
ASV_13711,0,3,0,0
ASV_13712,0,2,1,0
ASV_13713,0,2,0,0
ASV_13714,0,3,0,0
ASV_13715,1,3,0,0
ASV_13716,0,4,0,0
ASV_13717,0,2,0,0
ASV_13719,0,2,0,0
ASV_1372,0,22,0,0
ASV_13720,0,2,0,0
ASV_13721,1,3,0,0
ASV_13722,1,2,1,0
ASV_13723,0,3,0,0
ASV_13724,0,3,0,0
ASV_13725,0,3,0,0
ASV_13726,0,2,0,0
ASV_13727,0,3,0,0
ASV_13728,0,4,2,0
ASV_13729,0,4,0,0
ASV_1373,0,23,0,1
ASV_13730,0,3,1,0
ASV_13731,0,3,0,0
ASV_13732,0,3,0,0
ASV_13733,0,2,0,0
ASV_13734,0,2,0,0
ASV_13735,0,2,0,0
ASV_13736,0,4,0,0
ASV_13737,0,4,0,0
ASV_13738,0,2,0,1
ASV_13739,0,2,0,0
ASV_1374,0,0,27,0
ASV_13740,0,3,0,0
ASV_13741,0,2,0,0
ASV_13742,0,6,0,0
ASV_13744,0,4,0,0
ASV_13745,0,3,0,1
ASV_13746,0,2,0,0
ASV_13747,0,4,0,0
ASV_13748,0,2,1,0
ASV_13749,1,5,0,0
ASV_1375,0,0,25,0
ASV_13750,0,4,0,1
ASV_13751,0,2,0,0
ASV_13752,0,5,0,0
ASV_13753,0,3,0,0
ASV_13754,0,3,0,0
ASV_13755,0,3,0,0
ASV_13756,0,5,0,0
ASV_13757,0,3,0,0
ASV_13758,3,5,5,0
ASV_13759,1,5,0,0
ASV_1376,0,0,28,0
ASV_13760,0,4,0,0
ASV_13761,0,4,0,0
ASV_13762,0,2,0,0
ASV_13763,0,4,0,0
ASV_13764,0,3,0,0
ASV_13766,0,2,0,0
ASV_13767,0,3,0,0
ASV_13768,0,2,0,0
ASV_13769,0,6,0,1
ASV_1377,0,0,22,0
ASV_13770,0,3,0,0
ASV_13771,2,3,0,0
ASV_13772,0,2,0,0
ASV_13773,0,4,1,0
ASV_13774,0,3,0,0
ASV_13775,0,2,0,0
ASV_13776,2,2,0,0
ASV_13777,0,4,0,0
ASV_13778,0,4,0,2
ASV_13779,1,3,0,2
ASV_1378,0,0,25,0
ASV_13780,0,2,0,0
ASV_13781,0,3,4,2
ASV_13783,0,2,0,0
ASV_13784,1,3,0,0
ASV_13785,0,2,0,0
ASV_13786,1,3,0,0
ASV_13787,0,5,0,2
ASV_13788,0,3,0,0
ASV_13789,0,2,0,1
ASV_1379,0,0,23,0
ASV_13790,0,3,0,0
ASV_13791,0,2,0,0
ASV_13792,1,7,0,0
ASV_13793,0,5,0,0
ASV_13794,0,6,6,0
ASV_13795,1,4,0,0
ASV_13796,0,2,0,0
ASV_13797,0,3,0,0
ASV_13798,0,3,0,0
ASV_13799,3,5,0,0
ASV_138,110,0,0,0
ASV_1380,0,0,23,0
ASV_13800,0,3,0,0
ASV_13801,1,4,0,0
ASV_13802,0,4,0,0
ASV_13803,0,7,0,0
ASV_13804,0,4,0,0
ASV_13805,0,6,0,0
ASV_13806,0,5,0,0
ASV_13807,0,3,0,0
ASV_13808,0,3,2,0
ASV_13809,0,2,0,0
ASV_1381,0,0,24,0
ASV_13810,0,2,0,0
ASV_13811,0,2,0,0
ASV_13812,0,2,0,0
ASV_13814,0,5,0,0
ASV_13815,0,3,0,0
ASV_13816,0,2,0,1
ASV_13817,0,2,0,0
ASV_13818,0,3,0,0
ASV_13819,0,6,8,5
ASV_1382,0,0,23,0
ASV_13820,1,3,0,0
ASV_13821,0,4,0,0
ASV_13822,0,2,0,0
ASV_13824,0,5,0,0
ASV_13825,0,3,0,0
ASV_13826,0,4,0,1
ASV_13827,0,2,0,0
ASV_13828,0,4,0,0
ASV_13829,0,2,0,0
ASV_1383,0,0,28,0
ASV_13830,0,2,0,0
ASV_13831,0,6,0,0
ASV_13832,0,3,0,0
ASV_13833,0,8,0,0
ASV_13834,0,2,0,0
ASV_13835,0,3,0,0
ASV_13836,0,4,0,0
ASV_13837,0,2,0,0
ASV_13838,0,3,2,0
ASV_13839,1,4,1,0
ASV_1384,0,0,24,0
ASV_13840,0,3,0,0
ASV_13841,1,4,0,0
ASV_13842,0,3,1,0
ASV_13843,0,6,0,0
ASV_13844,0,5,0,0
ASV_13845,1,3,0,2
ASV_13847,0,5,0,1
ASV_13848,0,2,0,0
ASV_13849,0,5,1,0
ASV_1385,0,0,25,0
ASV_13850,0,3,2,0
ASV_13851,0,4,2,0
ASV_13852,1,2,0,0
ASV_13853,0,2,0,0
ASV_13854,0,3,0,0
ASV_13855,0,2,0,0
ASV_13856,0,6,0,0
ASV_13857,0,3,0,0
ASV_13858,0,3,0,1
ASV_13859,0,4,0,0
ASV_1386,0,0,23,0
ASV_13860,0,3,2,1
ASV_13861,0,3,0,0
ASV_13862,0,6,0,0
ASV_13863,0,4,0,0
ASV_13864,0,4,1,0
ASV_13865,0,3,0,1
ASV_13866,0,4,2,0
ASV_13867,0,2,0,0
ASV_13868,0,2,0,0
ASV_13869,0,4,0,0
ASV_1387,0,0,26,0
ASV_13870,0,2,2,1
ASV_13871,0,2,0,0
ASV_13872,0,4,0,0
ASV_13873,2,4,1,0
ASV_13874,0,4,4,0
ASV_13875,0,3,0,0
ASV_13876,0,2,0,0
ASV_13877,0,2,0,0
ASV_13878,0,4,0,0
ASV_13879,0,2,0,0
ASV_1388,0,0,28,0
ASV_13880,0,4,0,0
ASV_13881,1,6,1,0
ASV_13882,0,6,0,2
ASV_13883,0,2,0,0
ASV_13885,0,3,0,0
ASV_13886,0,2,0,0
ASV_13887,0,3,0,0
ASV_13888,0,2,0,0
ASV_13889,0,2,0,0
ASV_1389,0,0,27,0
ASV_13890,0,3,0,0
ASV_13891,0,3,0,0
ASV_13892,0,3,0,0
ASV_13894,0,6,0,0
ASV_13895,0,2,0,0
ASV_13896,0,3,0,0
ASV_13898,1,4,1,2
ASV_13899,0,4,1,2
ASV_139,129,0,2,0
ASV_1390,0,0,22,0
ASV_13900,0,2,0,0
ASV_13901,0,3,0,0
ASV_13902,0,2,0,0
ASV_13903,0,4,2,0
ASV_13904,0,2,0,0
ASV_13907,0,3,0,0
ASV_13908,0,6,0,2
ASV_13909,0,3,2,2
ASV_1391,0,0,22,0
ASV_13910,2,2,0,0
ASV_13911,0,8,0,0
ASV_13912,0,2,0,1
ASV_13913,0,5,2,1
ASV_13914,0,2,0,0
ASV_13915,0,3,0,0
ASV_13916,0,2,0,0
ASV_13917,0,2,0,0
ASV_13918,0,3,0,0
ASV_13919,0,3,0,0
ASV_1392,0,0,22,0
ASV_13920,0,6,0,0
ASV_13921,0,2,0,0
ASV_13922,0,2,0,0
ASV_13923,0,4,1,1
ASV_13924,0,3,0,0
ASV_13925,0,2,0,0
ASV_13926,0,4,0,0
ASV_13927,0,2,0,0
ASV_13928,0,3,0,0
ASV_13929,0,5,0,0
ASV_1393,0,0,21,0
ASV_13930,0,2,0,0
ASV_13931,0,2,0,0
ASV_13932,0,4,1,0
ASV_13933,0,7,2,4
ASV_13934,0,4,0,0
ASV_13935,0,3,0,1
ASV_13936,0,7,0,0
ASV_13937,0,4,0,0
ASV_13938,1,2,0,0
ASV_13939,0,5,0,0
ASV_1394,0,0,23,0
ASV_13940,0,4,0,0
ASV_13941,0,3,0,0
ASV_13942,0,2,1,0
ASV_13943,0,5,0,0
ASV_13944,1,2,0,0
ASV_13945,0,7,0,0
ASV_13946,0,6,0,0
ASV_13947,0,4,0,0
ASV_13948,0,5,0,0
ASV_13949,0,4,10,3
ASV_1395,1,0,25,0
ASV_13950,0,3,0,0
ASV_13951,0,3,0,0
ASV_13952,1,4,0,0
ASV_13955,0,3,1,0
ASV_13956,2,3,0,1
ASV_13957,0,4,0,0
ASV_13958,0,2,0,0
ASV_13959,0,3,0,1
ASV_1396,0,0,26,0
ASV_13960,0,3,0,1
ASV_13963,0,3,0,0
ASV_13964,0,10,0,1
ASV_13965,0,4,0,0
ASV_13966,3,6,3,0
ASV_13967,1,3,1,0
ASV_13968,0,2,0,0
ASV_13969,0,4,0,0
ASV_1397,0,0,23,0
ASV_13970,0,2,0,0
ASV_13971,0,8,0,0
ASV_13972,1,6,0,0
ASV_13974,1,6,0,1
ASV_13975,4,4,1,0
ASV_13976,0,3,0,0
ASV_13977,0,2,0,0
ASV_13978,0,2,0,0
ASV_13979,0,2,0,0
ASV_1398,0,0,25,0
ASV_13980,0,4,1,0
ASV_13981,0,5,2,0
ASV_13982,0,3,0,0
ASV_13983,0,3,0,0
ASV_13984,0,2,0,0
ASV_13985,0,3,0,0
ASV_13986,0,3,0,0
ASV_13987,1,2,0,1
ASV_13988,0,4,0,0
ASV_13989,0,3,0,0
ASV_1399,0,0,25,0
ASV_13990,0,6,1,0
